approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,151,0.2589403973509934,0.009655095400548243,0.11433837308095311,0.260485651214128,0.01288418423541368,0.12053244797096714
best_content_baseline,pattern_raw_cosine+pattern_tsfel,151,0.4503311258278146,0.025683125262280546,0.22222658997997546,0.4357615894039736,0.0350029179488196,0.22148124237930267
