approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,151,0.533112582781457,0.014130500235490135,0.23870244389858708,0.5368653421633554,0.020279827531358426,0.23558798850505508
best_content_baseline,pattern_tsfel,151,0.7317880794701986,0.025055469266503764,0.3738641810615576,0.7333333333333334,0.03684390331627249,0.371585008025751
