task,system,metric,n_queries,mean,std,ci95_low,ci95_high,mean_p@10,mean_ap@10,mean_ndcg@15,mean_p@15,mean_ap@15
task1,random,ndcg@10,129,0.13556999774608555,0.07695292600603942,0.12285812254345184,0.1495957560933449,0.36279069767441857,0.012974554261948865,0.14736809646983587,0.37622739018087853,0.018725130280610788
task1,raw_cosine,ndcg@10,129,0.18552615061756758,0.13796461307488117,0.16206726341164368,0.21120760274360392,0.4217054263565891,0.019004489999618346,0.18929620636898384,0.4160206718346253,0.026349092602158827
task1,raw_dtw,ndcg@10,129,0.18950910543614619,0.1439533764987491,0.16539768447191808,0.21626664231797854,0.4496124031007752,0.020671404021142478,0.19611754149786265,0.44547803617571063,0.028750395888125096
task1,raw_dtw+tsfel,ndcg@10,129,0.24236718782109778,0.1570077200194717,0.2158378418763219,0.26917308446313787,0.5310077519379846,0.027008068186170898,0.24236483797278824,0.5198966408268734,0.0378613630975349
task1,tsfel,ndcg@10,129,0.24485554086211395,0.1622854204248396,0.21709769298462725,0.2741437442261572,0.5271317829457365,0.028006427794737238,0.24796423461998887,0.5276485788113695,0.039320495129155725
task2,pattern_raw_cosine,ndcg@10,129,0.19393720298558587,0.13081601518070793,0.171981930650293,0.21713912949894865,0.4410852713178294,0.020323274554758602,0.19897464341930218,0.44031007751937984,0.028813161641782645
task2,pattern_raw_cosine+pattern_tsfel,ndcg@10,129,0.24862204000133145,0.15490386388553215,0.2201966151184799,0.2755144404531282,0.5519379844961241,0.0289019286390835,0.2503018886266497,0.5364341085271318,0.040471589949476264
task2,pattern_raw_dtw,ndcg@10,129,0.20466539978158818,0.13655735551862805,0.18114449274137626,0.22883908830157912,0.44573643410852715,0.021328100414644422,0.2017517149429486,0.4273901808785529,0.02877757441557912
task2,pattern_tsfel,ndcg@10,129,0.2517061013067619,0.15068659517781693,0.22725653248077457,0.27786260112772876,0.5519379844961241,0.02895972126221211,0.2539970206436546,0.5400516795865633,0.040760974314036996
task2,random,ndcg@10,129,0.14511452735992605,0.09038515369314687,0.1298078532939871,0.16077863265312273,0.37751937984496114,0.014742988390489738,0.15248311197423997,0.3803617571059431,0.020550083376470796
task1,random,ndcg@15,129,0.14736809646983587,0.06802798265749826,0.13615285244525974,0.15984441670373375,0.36279069767441857,0.012974554261948865,0.14736809646983587,0.37622739018087853,0.018725130280610788
task1,raw_cosine,ndcg@15,129,0.18929620636898384,0.12569129727264686,0.1672753507316766,0.21217167888614727,0.4217054263565891,0.019004489999618346,0.18929620636898384,0.4160206718346253,0.026349092602158827
task1,raw_dtw,ndcg@15,129,0.19611754149786265,0.1270988084621011,0.17499605966222875,0.21916638690564055,0.4496124031007752,0.020671404021142478,0.19611754149786265,0.44547803617571063,0.028750395888125096
task1,raw_dtw+tsfel,ndcg@15,129,0.24236483797278824,0.1376321828516915,0.2188737920775,0.266295714178228,0.5310077519379846,0.027008068186170898,0.24236483797278824,0.5198966408268734,0.0378613630975349
task1,tsfel,ndcg@15,129,0.24796423461998887,0.14427659432977413,0.22311754352626698,0.2736458680034537,0.5271317829457365,0.028006427794737238,0.24796423461998887,0.5276485788113695,0.039320495129155725
task2,pattern_raw_cosine,ndcg@15,129,0.19897464341930218,0.11949217578327083,0.17891433019642808,0.2199160154071832,0.4410852713178294,0.020323274554758602,0.19897464341930218,0.44031007751937984,0.028813161641782645
task2,pattern_raw_cosine+pattern_tsfel,ndcg@15,129,0.2503018886266497,0.14264087513375337,0.2247712709379529,0.275216098800344,0.5519379844961241,0.0289019286390835,0.2503018886266497,0.5364341085271318,0.040471589949476264
task2,pattern_raw_dtw,ndcg@15,129,0.2017517149429486,0.12077274307360555,0.18070969464729536,0.22331767002294184,0.44573643410852715,0.021328100414644422,0.2017517149429486,0.4273901808785529,0.02877757441557912
task2,pattern_tsfel,ndcg@15,129,0.2539970206436546,0.13884889148155588,0.23068143934438773,0.278000899587915,0.5519379844961241,0.02895972126221211,0.2539970206436546,0.5400516795865633,0.040760974314036996
task2,random,ndcg@15,129,0.15248311197423997,0.07671888329516849,0.13951942798331332,0.16608432168634824,0.37751937984496114,0.014742988390489738,0.15248311197423997,0.3803617571059431,0.020550083376470796
