approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,151,0.2708609271523179,0.010399771823164485,0.1071181020549998,0.26490066225165554,0.013699597483344437,0.11058738138300546
best_content_baseline,pattern_tsfel,151,0.4609271523178808,0.02636770612814374,0.21855984426561623,0.4573951434878588,0.03725397823852201,0.22397535679979033
