task,split,n_queries,n_queries_with_positive_qrels,qrels_rows,mean_positive_qrels_per_query,median_positive_qrels_per_query,min_positive_qrels_per_query,max_positive_qrels_per_query,mean_relevance,relevance_1_rows,relevance_2_rows,relevance_3_rows,relevance_4_rows
task1,test,129,129,28177,218.42635658914728,218.0,197,250,2.65574759555666,3218,7552,13119,4288
task2,test,129,129,27953,216.68992248062017,216.0,196,251,2.680177440704039,3002,7335,13217,4399
task2_L12,test,129,129,27609,214.02325581395348,206.0,201,236,2.659857292911732,2644,7838,13392,3735
task2_L36,test,129,129,27776,215.31782945736435,213.0,196,261,2.7160138248847927,2822,6949,13300,4705
