approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,129,0.5565891472868217,0.01708843502723416,0.23603861146165955,0.5581395348837209,0.024724238019864498,0.2384564804339068
best_content_baseline,pattern_tsfel,129,0.6852713178294574,0.02627936132960021,0.34906181696222016,0.6780361757105944,0.03782350936182987,0.3400451175961364
