task,system,metric,n_queries,mean,std,ci95_low,ci95_high,mean_p@10,mean_ap@10,mean_ndcg@15,mean_p@15,mean_ap@15
task1,random,ndcg@10,285,0.1567573953932685,0.09823177461995736,0.14576524073759536,0.16858724147898788,0.38421052631578945,0.00649830298518172,0.154513767780456,0.3808187134502924,0.008946140904050243
task1,raw_cosine,ndcg@10,285,0.23112021669726446,0.15855999457409836,0.2123481735545329,0.24935713909260682,0.504561403508772,0.0116105581638714,0.22211855215461912,0.48654970760233923,0.01582840925152308
task1,raw_dtw,ndcg@10,285,0.23202569875961865,0.14997971686232944,0.21499919937598932,0.24871437378690617,0.5199999999999999,0.011530471807906935,0.2264251444001317,0.5052631578947369,0.015916514704029706
task1,raw_dtw+tsfel,ndcg@10,285,0.3166352466531789,0.17152138438850997,0.2966539080037217,0.33607502993049,0.6642105263157895,0.016762433379020843,0.31205759671982064,0.655906432748538,0.02416128712548629
task1,tsfel,ndcg@10,285,0.3166352466531789,0.17152138438850997,0.29727745835188185,0.3370291816360416,0.6642105263157895,0.016762433379020843,0.31205759671982064,0.655906432748538,0.02416128712548629
task2,pattern_raw_cosine,ndcg@10,285,0.21298431937395387,0.1518450524220813,0.19563984120997005,0.23167319239334644,0.5210526315789473,0.012219747049524997,0.2093752190196587,0.5054970760233918,0.01710342088123676
task2,pattern_raw_cosine+pattern_tsfel,ndcg@10,285,0.28089746930928644,0.1538565799204968,0.26225695294039036,0.29831621352164495,0.6596491228070176,0.01734585702014558,0.2750420354234659,0.6446783625730995,0.024792964319802668
task2,pattern_raw_dtw,ndcg@10,285,0.2096913425782364,0.14788948152564654,0.1929064983903253,0.22727286014817563,0.5007017543859649,0.011612296321625285,0.20815528603855152,0.49988304093567243,0.016520900451524066
task2,pattern_tsfel,ndcg@10,285,0.27658141898776833,0.14958977171198298,0.2599387597677653,0.29379759604141864,0.6585964912280702,0.01704041596490929,0.2748858235971801,0.6500584795321637,0.02461601936864969
task2,random,ndcg@10,285,0.13495702429459316,0.08544487129394915,0.12515028676935105,0.14486372964871388,0.363859649122807,0.006252832247067231,0.13492194353059841,0.3618713450292398,0.008534104033540994
task1,random,ndcg@15,285,0.154513767780456,0.08078558856429793,0.14548529262086085,0.16443009942725384,0.38421052631578945,0.00649830298518172,0.154513767780456,0.3808187134502924,0.008946140904050243
task1,raw_cosine,ndcg@15,285,0.22211855215461912,0.14080304657646184,0.20514716454968335,0.23823837363326048,0.504561403508772,0.0116105581638714,0.22211855215461912,0.48654970760233923,0.01582840925152308
task1,raw_dtw,ndcg@15,285,0.2264251444001317,0.12973169372163765,0.2114677936410381,0.24185473041073655,0.5199999999999999,0.011530471807906935,0.2264251444001317,0.5052631578947369,0.015916514704029706
task1,raw_dtw+tsfel,ndcg@15,285,0.31205759671982064,0.15459890759603678,0.29364221544724045,0.329667767915523,0.6642105263157895,0.016762433379020843,0.31205759671982064,0.655906432748538,0.02416128712548629
task1,tsfel,ndcg@15,285,0.31205759671982064,0.15459890759603678,0.2945360864556898,0.3306312942365117,0.6642105263157895,0.016762433379020843,0.31205759671982064,0.655906432748538,0.02416128712548629
task2,pattern_raw_cosine,ndcg@15,285,0.2093752190196587,0.140990897235473,0.1927456429376986,0.2270823046904039,0.5210526315789473,0.012219747049524997,0.2093752190196587,0.5054970760233918,0.01710342088123676
task2,pattern_raw_cosine+pattern_tsfel,ndcg@15,285,0.2750420354234659,0.1448059002250435,0.2575014259194622,0.29125678694063917,0.6596491228070176,0.01734585702014558,0.2750420354234659,0.6446783625730995,0.024792964319802668
task2,pattern_raw_dtw,ndcg@15,285,0.20815528603855152,0.13565875843593608,0.19246419185619415,0.22439058921690533,0.5007017543859649,0.011612296321625285,0.20815528603855152,0.49988304093567243,0.016520900451524066
task2,pattern_tsfel,ndcg@15,285,0.2748858235971801,0.1426329273696159,0.25844829972138306,0.2905399101665343,0.6585964912280702,0.01704041596490929,0.2748858235971801,0.6500584795321637,0.02461601936864969
task2,random,ndcg@15,285,0.13492194353059841,0.06892322551690735,0.12705325883327798,0.14290699768578885,0.363859649122807,0.006252832247067231,0.13492194353059841,0.3618713450292398,0.008534104033540994
