approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,285,0.363859649122807,0.006252832247067231,0.13495702429459316,0.3618713450292398,0.008534104033540994,0.13492194353059841
best_content_baseline,pattern_raw_cosine+pattern_tsfel,285,0.6596491228070176,0.01734585702014558,0.28089746930928644,0.6446783625730995,0.024792964319802668,0.2750420354234659
