object_id,mean_mae,disagreement,best_gap,best_model,best_model_index,error_bin,disagreement_bin,error_regime,disagreement_regime
Q1,153.73768778475113,1.0051166853335984,2.20247151724584,LGBM,2,0,0,low,low
Q10,850.9486947140601,148.56456750114742,138.880126953125,AutoETS,0,2,2,high,high
Q100,505.1323883263397,139.90137273413225,309.42457283660883,AutoARIMA,1,2,2,high,high
Q101,588.6458115198317,188.9066602913108,372.7415771484375,AutoARIMA,1,2,2,high,high
Q102,604.23158409535,117.69070524004137,53.1765561079626,AutoARIMA,1,2,1,high,medium
Q103,343.87086619673414,148.65500890759543,53.60430376775105,LGBM,2,1,2,medium,high
Q104,643.1521758614069,56.68657082815981,20.226806472971703,XGB,3,2,1,high,medium
Q105,357.5880553200458,133.1455306934099,44.34423828125,AutoARIMA,1,1,2,medium,high
Q106,358.7071773463274,18.24969719327596,24.912376377496912,AutoARIMA,1,1,0,medium,low
Q107,433.8488479570724,224.82202832093242,94.19873046875,AutoARIMA,1,2,2,high,high
Q108,956.344795515553,270.36324304026414,162.820068359375,AutoARIMA,1,2,2,high,high
Q109,188.28022746026835,59.02491890909041,5.170495605469114,AutoETS,0,0,1,low,medium
Q11,116.1817384715925,42.50804206505518,75.9322029098073,AutoETS,0,0,0,low,low
Q110,371.02033806699103,84.48285508446592,151.83823242187464,AutoETS,0,1,1,medium,medium
Q111,548.3026154199326,474.63862303917693,2.262548828125091,AutoARIMA,1,2,2,high,high
Q112,337.5130280300355,90.34364133183763,36.80078125,AutoARIMA,1,1,1,medium,medium
Q113,439.2255477768129,127.97942029421709,161.426513671875,AutoETS,0,2,2,high,high
Q114,1005.6656340203355,268.71018649941203,14.035888671875,AutoARIMA,1,2,2,high,high
Q115,187.0209893026351,51.60108046235963,99.52809783554062,AutoETS,0,0,1,low,medium
Q116,837.2296244616934,183.3826654400588,37.14961738760144,LGBM,2,2,2,high,high
Q117,892.0940669411963,149.68105593996054,201.0732421875,AutoARIMA,1,2,2,high,high
Q118,386.0899926320988,26.941984852849203,43.61572265625,AutoETS,0,1,0,medium,low
Q119,334.9144754507285,117.95431304918522,222.46826171875,AutoARIMA,1,1,1,medium,medium
Q12,190.14996019161185,111.87151392341123,96.331787109375,AutoARIMA,1,0,1,low,medium
Q120,484.9963957501899,245.10005366178692,46.1539306640625,AutoARIMA,1,2,2,high,high
Q121,931.5825281524719,110.16965807349773,30.8104248046875,AutoETS,0,2,1,high,medium
Q122,429.66241174677754,85.85532356762037,7.633702622264764,LGBM,2,2,1,high,medium
Q123,353.9710474515637,127.07688034813316,18.14748535156241,AutoARIMA,1,1,2,medium,high
Q124,192.79252968195,99.58927836600293,64.07014006126201,LGBM,2,0,1,low,medium
Q125,532.6111365749128,174.6886250887108,126.94479776449498,AutoETS,0,2,2,high,high
Q126,1786.5481886517553,86.06072016331677,183.63850097656268,AutoETS,0,2,1,high,medium
Q127,517.7494344499094,76.72818200922298,161.21026611328125,AutoETS,0,2,1,high,medium
Q128,750.7073710455791,25.273087144890987,2.8739177760664916,XGB,3,2,0,high,low
Q129,1478.3661350703826,177.96575984672458,167.6110734846559,AutoETS,0,2,2,high,high
Q13,1146.5377106708625,14.294863538957442,0.005859375,AutoETS,0,2,0,high,low
Q130,270.1237509218113,77.47995765763939,31.80812988281241,AutoETS,0,1,1,medium,medium
Q131,696.4961133956081,53.191237084206335,118.83531738281249,AutoETS,0,2,1,high,medium
Q132,225.9862045618915,43.984985407980055,85.58160888671864,AutoETS,0,1,0,medium,low
Q133,1286.5006025491407,209.88749290849915,62.2857666015625,AutoETS,0,2,2,high,high
Q134,406.2712525017295,94.85230840411145,79.5201416015625,AutoETS,0,1,1,medium,medium
Q135,167.42468613744427,70.38726299245137,49.627661132812136,AutoARIMA,1,0,1,low,medium
Q136,378.7868670417206,191.67985674687242,220.86112060546884,AutoARIMA,1,1,2,medium,high
Q137,423.5237398169232,34.25316598002688,25.8343505859375,AutoETS,0,1,0,medium,low
Q138,265.41179285781726,160.42255481804742,4.495458984375546,AutoARIMA,1,1,2,medium,high
Q139,235.10875665757573,46.8267057678361,0.16092063532209977,LGBM,2,1,0,medium,low
Q14,179.12448007153472,40.41064296485028,30.30230712890625,XGB,3,0,0,low,low
Q140,592.9228600868232,182.41544912021766,265.117431640625,AutoETS,0,2,2,high,high
Q141,289.16526539668797,64.1242915570356,41.49348346175134,XGB,3,1,1,medium,medium
Q142,620.5292873226678,278.31471144753675,27.0335693359375,AutoARIMA,1,2,2,high,high
Q143,189.18673346279468,76.88725681708796,7.85728541367871,AutoARIMA,1,0,1,low,medium
Q144,646.8312799395513,103.62794279982413,57.3331298828125,AutoARIMA,1,2,1,high,medium
Q145,888.1465033484185,175.5785771514103,56.4397243311746,XGB,3,2,2,high,high
Q146,1119.6862148914668,528.8017442627823,269.25927734375,AutoETS,0,2,2,high,high
Q147,355.4427154986743,132.41909834223225,72.11795654296861,AutoARIMA,1,1,2,medium,high
Q148,477.93340206326286,91.36359724427565,164.2191162109375,AutoETS,0,2,1,high,medium
Q149,116.35688344385062,55.92481905188659,18.81880411522252,LGBM,2,0,1,low,medium
Q15,75.32720267788173,14.990489303236478,26.811444988870903,AutoARIMA,1,0,0,low,low
Q150,500.7665010169169,155.39943935685756,34.419359701863755,LGBM,2,2,2,high,high
Q151,509.89974543817306,63.41850065669289,41.153937807379634,AutoETS,0,2,1,high,medium
Q152,639.2413441015499,25.207764109207496,19.72147992182431,AutoETS,0,2,0,high,low
Q153,1219.4220337521258,429.0128783591179,628.299072265625,AutoARIMA,1,2,2,high,high
Q154,2453.2177042752173,250.91745634581923,206.26315108524523,XGB,3,2,2,high,high
Q155,548.2426523465815,97.29256233432201,166.03619166171654,AutoETS,0,2,1,high,medium
Q156,3265.681394504657,639.3041224079518,107.69860047956536,XGB,3,2,2,high,high
Q157,692.9868997108408,38.26818977138525,51.1119384765625,XGB,3,2,0,high,low
Q158,1086.1558478215713,109.5290780172658,0.3846104226998932,LGBM,2,2,1,high,medium
Q159,727.1306760903844,645.7029042748339,328.6674560546876,AutoETS,0,2,2,high,high
