approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,151,0.35165562913907283,0.01101860197554642,0.12850202474436354,0.35143487858719646,0.015279460334484926,0.1342510135889982
best_content_baseline,pattern_tsfel,151,0.5741721854304636,0.026694557486519464,0.26303410380307396,0.5584988962472407,0.03777481255672504,0.26373470673303695
