task,system,metric,n_queries,mean,std,ci95_low,ci95_high,mean_p@10,mean_ap@10,mean_ndcg@15,mean_p@15,mean_ap@15
task1,random,ndcg@10,285,0.10807648913800216,0.0751202226307808,0.09931080118553524,0.11682058563504227,0.28877192982456146,0.0060939597643834414,0.10994715740945603,0.27976608187134505,0.007953031628501583
task1,raw_cosine,ndcg@10,285,0.18627536510468162,0.1489765387830591,0.16861020901342386,0.2033113765043108,0.4080701754385965,0.012030115187568996,0.17990061468405869,0.38713450292397666,0.015834191314245436
task1,raw_dtw,ndcg@10,285,0.19024733089418835,0.14328123245580554,0.1735984703267519,0.20714092172710039,0.43157894736842106,0.012309926946805199,0.183331241418487,0.4070175438596491,0.016223725351254267
task1,raw_dtw+tsfel,ndcg@10,285,0.23951817201577152,0.16291011998576096,0.22120965852803562,0.25865873988104543,0.5357894736842105,0.01701416242069732,0.23604668744596474,0.519298245614035,0.02371402900996886
task1,tsfel,ndcg@10,285,0.23951817201577152,0.16291011998576096,0.2206471902840038,0.2580071870180626,0.5357894736842105,0.01701416242069732,0.23604668744596474,0.519298245614035,0.02371402900996886
task2,pattern_raw_cosine,ndcg@10,285,0.16983855557640984,0.15233253236222302,0.15255832826080717,0.18872816874118611,0.40210526315789474,0.011826546846959402,0.16872441681518408,0.3892397660818714,0.01613635234895057
task2,pattern_raw_cosine+pattern_tsfel,ndcg@10,285,0.2146670709678025,0.16195386808087828,0.19625992165523953,0.23297867080324403,0.4971929824561403,0.016118330398828973,0.2169286598223719,0.4921637426900584,0.022752431393498657
task2,pattern_raw_dtw,ndcg@10,285,0.16478548635608128,0.1424644269353675,0.1497756831073219,0.1813690260702134,0.3894736842105263,0.01104734053859157,0.16654895169178746,0.38339181286549706,0.01516533050744772
task2,pattern_tsfel,ndcg@10,285,0.2172862932568251,0.15476138182136753,0.19978557152179685,0.23501708579280933,0.5178947368421053,0.01642654927477591,0.21944077314820737,0.5054970760233918,0.023087067873629644
task2,random,ndcg@10,285,0.10306648785676696,0.06791329282071332,0.09528482940961278,0.11115792470103783,0.2807017543859649,0.005723701768039502,0.10593013042958382,0.2762573099415204,0.007614339647895796
task1,random,ndcg@15,285,0.10994715740945603,0.06541169300486376,0.102192406403179,0.1176307534191026,0.28877192982456146,0.0060939597643834414,0.10994715740945603,0.27976608187134505,0.007953031628501583
task1,raw_cosine,ndcg@15,285,0.17990061468405869,0.13133008445306724,0.16402552517775154,0.19513631943650403,0.4080701754385965,0.012030115187568996,0.17990061468405869,0.38713450292397666,0.015834191314245436
task1,raw_dtw,ndcg@15,285,0.183331241418487,0.12257286306209143,0.1693457900166678,0.19787893170721998,0.43157894736842106,0.012309926946805199,0.183331241418487,0.4070175438596491,0.016223725351254267
task1,raw_dtw+tsfel,ndcg@15,285,0.23604668744596474,0.1514631442733916,0.2192756200971187,0.25416553185026336,0.5357894736842105,0.01701416242069732,0.23604668744596474,0.519298245614035,0.02371402900996886
task1,tsfel,ndcg@15,285,0.23604668744596474,0.1514631442733916,0.21860381371577192,0.25306087084054074,0.5357894736842105,0.01701416242069732,0.23604668744596474,0.519298245614035,0.02371402900996886
task2,pattern_raw_cosine,ndcg@15,285,0.16872441681518408,0.13841091810885336,0.15281542001371382,0.1855299535996391,0.40210526315789474,0.011826546846959402,0.16872441681518408,0.3892397660818714,0.01613635234895057
task2,pattern_raw_cosine+pattern_tsfel,ndcg@15,285,0.2169286598223719,0.15370875251987418,0.19906993424506714,0.2345917101621135,0.4971929824561403,0.016118330398828973,0.2169286598223719,0.4921637426900584,0.022752431393498657
task2,pattern_raw_dtw,ndcg@15,285,0.16654895169178746,0.13090732528048896,0.15246583796700794,0.18262853595998543,0.3894736842105263,0.01104734053859157,0.16654895169178746,0.38339181286549706,0.01516533050744772
task2,pattern_tsfel,ndcg@15,285,0.21944077314820737,0.14389423242663554,0.20307003713929642,0.23546661860060175,0.5178947368421053,0.01642654927477591,0.21944077314820737,0.5054970760233918,0.023087067873629644
task2,random,ndcg@15,285,0.10593013042958382,0.05699684543109069,0.09918142073162038,0.112807529866036,0.2807017543859649,0.005723701768039502,0.10593013042958382,0.2762573099415204,0.007614339647895796
