approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,129,0.26744186046511625,0.011723848074239216,0.10054693574564859,0.2744186046511628,0.01618053827666429,0.10928922099255912
best_content_baseline,pattern_tsfel,129,0.41550387596899224,0.02534777490078218,0.18400828832297567,0.4015503875968992,0.03468576281802604,0.18867337224317646
