object_id,mean_mae,disagreement,best_gap,best_model,best_model_index,error_bin,disagreement_bin,error_regime,disagreement_regime
Y100::pattern0::L12,367.88595202802713,79.49945606733958,57.646835455858536,XGB,3,1,1,bin_1,bin_1
Y101::pattern0::L12,1155.3418378494243,142.44002626393805,44.36002717894735,XGB,3,3,2,bin_3,bin_2
Y102::pattern0::L12,272.42326928531446,239.37724911046539,36.1492919921875,AutoARIMA,1,1,3,bin_1,bin_3
Y103::pattern0::L12,251.60092159148655,170.8284917584056,110.39172379030379,LGBM,2,1,2,bin_1,bin_2
Y104::pattern0::L12,300.3305286627103,182.27192165391202,57.548828125,AutoETS,0,1,2,bin_1,bin_2
Y105::pattern0::L12,284.4162725418512,52.44050268573685,0.001953125,AutoETS,0,1,0,bin_1,bin_0
Y106::pattern0::L12,1161.154608708041,309.63795956675176,147.90842063658556,LGBM,2,3,3,bin_3,bin_3
Y107::pattern0::L12,397.966044044801,93.71052583378766,10.217130280766241,XGB,3,2,1,bin_2,bin_1
Y108::pattern0::L12,2266.990661320484,44.02882089729583,3.8617663756876937,XGB,3,3,0,bin_3,bin_0
Y109::pattern0::L12,865.5833138482218,287.08198439479537,131.3067626953125,AutoARIMA,1,3,3,bin_3,bin_3
Y10::pattern0::L12,836.734800250247,279.46316375430627,477.8062908447382,AutoARIMA,1,3,3,bin_3,bin_3
Y110::pattern0::L12,871.1724590694099,384.1881951407342,724.6690354963907,AutoETS,0,3,3,bin_3,bin_3
Y111::pattern0::L12,4363.700556396445,126.53979848709308,185.31593847672048,LGBM,2,3,2,bin_3,bin_2
Y112::pattern0::L12,616.0347057012091,199.14591070596256,172.8685014139137,LGBM,2,2,3,bin_2,bin_3
Y113::pattern0::L12,10759.236933265634,4773.343554986138,5688.38720703125,AutoETS,0,3,3,bin_3,bin_3
Y114::pattern0::L12,1420.7111764773363,258.27060181779024,10.391336768720066,XGB,3,3,3,bin_3,bin_3
Y115::pattern0::L12,1223.6003098162478,193.6132108907089,341.9539794921875,AutoARIMA,1,3,3,bin_3,bin_3
Y116::pattern0::L12,2809.1287902722106,206.7601339823697,244.237548828125,AutoARIMA,1,3,3,bin_3,bin_3
Y117::pattern0::L12,319.4128141734129,131.53505687242514,48.21240234375,XGB,3,1,2,bin_1,bin_2
Y118::pattern0::L12,945.4971292991963,729.4550100926226,114.59766444383968,LGBM,2,3,3,bin_3,bin_3
Y119::pattern0::L12,679.2480858530691,95.34773482443087,88.504638671875,XGB,3,2,1,bin_2,bin_1
Y11::pattern0::L12,613.376802245174,180.68853330793587,189.8603691443036,LGBM,2,2,2,bin_2,bin_2
Y120::pattern0::L12,1624.0783181993074,565.4206662190477,1034.4114257812498,AutoARIMA,1,3,3,bin_3,bin_3
Y121::pattern0::L12,227.1585130187583,100.56204389891883,13.179218090658196,XGB,3,1,1,bin_1,bin_1
Y122::pattern0::L12,2002.0893640066488,936.9970824214574,303.00901852659445,AutoARIMA,1,3,3,bin_3,bin_3
Y123::pattern0::L12,1360.4781036154632,723.1366604869471,269.3145140712277,XGB,3,3,3,bin_3,bin_3
Y124::pattern0::L12,345.8325076187024,45.45177938411521,0.0,AutoETS,0,1,0,bin_1,bin_0
Y125::pattern0::L12,368.9198040082863,122.25552640238418,115.33600314251998,AutoARIMA,1,1,2,bin_1,bin_2
Y126::pattern0::L12,688.9106388509435,229.49049727907365,15.837864518100105,LGBM,2,2,3,bin_2,bin_3
Y127::pattern0::L12,1929.656844558038,1165.8580150642583,580.6254251071523,AutoARIMA,1,3,3,bin_3,bin_3
Y128::pattern0::L12,1308.4683214162771,427.1406204526976,2.5226997276085967,AutoARIMA,1,3,3,bin_3,bin_3
Y129::pattern0::L12,634.4732354966865,126.51968548952823,39.738525390625,AutoARIMA,1,2,2,bin_2,bin_2
Y12::pattern0::L12,1016.4033782034586,341.33934399990113,646.8425167200844,AutoARIMA,1,3,3,bin_3,bin_3
Y130::pattern0::L12,2610.0786658859142,122.30774763480899,42.76611328125,AutoETS,0,3,2,bin_3,bin_2
Y131::pattern0::L12,271.0153194159955,129.07995515800977,277.158203125,AutoARIMA,1,1,2,bin_1,bin_2
Y132::pattern0::L12,780.2101132493656,119.09180129470911,246.323974609375,AutoARIMA,1,2,2,bin_2,bin_2
Y133::pattern0::L12,894.6148193426907,138.66148205808818,152.4208984375,AutoETS,0,3,2,bin_3,bin_2
Y134::pattern0::L12,946.5735307943505,364.82190446607433,62.39111328125,AutoETS,0,3,3,bin_3,bin_3
Y135::pattern0::L12,1352.2610350199834,131.82826878404484,128.098876953125,AutoETS,0,3,2,bin_3,bin_2
Y136::pattern0::L12,935.9873913706549,532.4993872268258,855.6162109375,AutoETS,0,3,3,bin_3,bin_3
Y137::pattern0::L12,557.1652666059056,468.36805190578394,142.94960252169062,LGBM,2,2,3,bin_2,bin_3
Y138::pattern0::L12,807.3233495777768,243.9229471387254,422.302919795482,AutoARIMA,1,3,3,bin_3,bin_3
Y139::pattern0::L12,1467.4327051239416,185.72181097283908,0.005615234375,AutoETS,0,3,2,bin_3,bin_2
Y13::pattern0::L12,334.34915363146774,202.73085590264571,59.037353515625,AutoETS,0,1,3,bin_1,bin_3
Y140::pattern0::L12,476.6860143436558,221.29893240883254,3.4081887191271107,LGBM,2,2,3,bin_2,bin_3
Y141::pattern0::L12,361.795944715656,144.8636976484725,15.322509765625,AutoARIMA,1,1,2,bin_1,bin_2
Y142::pattern0::L12,270.11708300440034,60.779942229210995,38.857666015625,AutoARIMA,1,1,1,bin_1,bin_1
Y143::pattern0::L12,793.0149459284952,27.830379760151235,0.03076171875,AutoETS,0,2,0,bin_2,bin_0
Y144::pattern0::L12,559.1911268738198,442.3772815422536,70.9095270265293,XGB,3,2,3,bin_2,bin_3
Y145::pattern0::L12,377.7340493226428,265.99818553160753,197.49527443900888,AutoARIMA,1,1,3,bin_1,bin_3
