object_id,mean_mae,disagreement,best_gap,best_model,best_model_index,error_bin,disagreement_bin,error_regime,disagreement_regime
M1000::pattern0::L12,61.0481744101747,4.327666516197924,1.4796874999998764,XGB,3,0,0,low,low
M1001::pattern0::L12,160.4367124486404,54.16983957090003,0.00244140625,AutoARIMA,1,0,1,low,medium
M1002::pattern0::L12,43.24943847365034,9.086119905938979,6.9921875,XGB,3,0,0,low,low
M1003::pattern0::L12,33.59644807708764,7.375552668465939,4.87953972289991,LGBM,2,0,0,low,low
M1004::pattern0::L12,77.3067655990204,24.124701643393212,12.105968646081543,AutoARIMA,1,0,0,low,low
M1005::pattern0::L12,34.69371310960953,20.587833249106538,4.145978740521969,AutoETS,0,0,0,low,low
M1006::pattern0::L12,76.52679903343059,16.378132355892628,5.804461758721118,AutoETS,0,0,0,low,low
M1007::pattern0::L12,168.08937669923262,15.441196394305898,0.001953125,AutoARIMA,1,0,0,low,low
M1008::pattern0::L12,181.18426766827474,57.9268488650147,125.16679072518157,AutoETS,0,0,1,low,medium
M1009::pattern0::L12,335.96467493682053,59.187152274196976,41.43182759646788,LGBM,2,1,1,medium,medium
M100::pattern0::L12,560.2421866935251,217.0086616333606,64.04459635416663,AutoETS,0,1,2,medium,high
M1010::pattern0::L12,123.9896818519416,10.93140734903719,13.428499543183236,XGB,3,0,0,low,low
M1011::pattern0::L12,292.2342075592691,27.106281029351287,24.40725911458324,AutoETS,0,1,0,medium,low
M1012::pattern0::L12,157.47545218858494,55.0175541766124,102.58694661458323,AutoETS,0,0,1,low,medium
M1013::pattern0::L12,150.90435431894912,36.1984075780415,15.958055296630235,XGB,3,0,0,low,low
M1014::pattern0::L12,340.0281239388067,9.81801299265033,7.050101901023197,LGBM,2,1,0,medium,low
M1015::pattern0::L12,317.04608576684865,48.35030452398014,14.129720052083371,AutoARIMA,1,1,1,medium,medium
M1016::pattern0::L12,473.8328378416884,52.97962778677365,17.147327018663134,LGBM,2,1,1,medium,medium
M1017::pattern0::L12,204.60376770588928,75.6774314894819,28.48287839519284,LGBM,2,0,1,low,medium
M1018::pattern0::L12,260.8828016426819,39.06192365709304,15.987467447916686,AutoARIMA,1,1,1,medium,medium
M1019::pattern0::L12,101.00279010922449,38.03544488997587,49.0367138223146,XGB,3,0,1,low,medium
M101::pattern0::L12,446.9951466851644,18.390179885354478,31.47802734375,AutoETS,0,1,0,medium,low
M1020::pattern0::L12,104.97719792675716,14.788476161869948,3.130126953125,AutoETS,0,0,0,low,low
M1021::pattern0::L12,932.079605458231,64.81173915067514,116.56106506209017,AutoARIMA,1,2,1,high,medium
M1022::pattern0::L12,1272.2283958045045,39.32325248833833,54.953278761148795,LGBM,2,2,1,high,medium
M1023::pattern0::L12,144.26670915158275,27.153505260839907,16.11955662283617,LGBM,2,0,0,low,low
M1024::pattern0::L12,285.0013283340574,39.53905935739161,34.36208416956285,AutoETS,0,1,1,medium,medium
M1025::pattern0::L12,207.4894055301229,25.395478051498905,54.172814077424846,LGBM,2,1,0,medium,low
M1026::pattern0::L12,412.9253581170183,43.86029683395707,59.94563802083337,AutoETS,0,1,1,medium,medium
M1027::pattern0::L12,74.12471077285629,26.527350172208376,6.071892585658439,LGBM,2,0,0,low,low
M1028::pattern0::L12,894.4800358415032,30.169393451892155,4.337766790237538,LGBM,2,2,0,high,low
M1029::pattern0::L12,502.938640562821,101.17795945812433,145.38834635416663,AutoARIMA,1,1,1,medium,medium
M102::pattern0::L12,400.04800263366246,36.3256310812176,55.763671875,AutoETS,0,1,0,medium,low
M1030::pattern0::L12,422.1931252780373,71.49736240219289,7.03857421875,AutoETS,0,1,1,medium,medium
M1031::pattern0::L12,216.81387844927727,9.897679726521355,6.520520307525032,AutoETS,0,1,0,medium,low
M1032::pattern0::L12,350.0331606726074,99.13563074519939,25.707675242512778,XGB,3,1,1,medium,medium
M1033::pattern0::L12,360.2493794820248,27.314681680631868,28.160392228151352,LGBM,2,1,0,medium,low
M1034::pattern0::L12,580.9328834807783,74.95616553747743,113.35067454811275,XGB,3,2,1,high,medium
M1035::pattern0::L12,866.7426665257109,97.6252161633689,53.73717894923959,LGBM,2,2,1,high,medium
M1036::pattern0::L12,299.8698088981899,86.63734492257908,88.11393229166669,AutoARIMA,1,1,1,medium,medium
M1037::pattern0::L12,71.23590283351359,4.7825465485619825,6.646623040945393,LGBM,2,0,0,low,low
M1038::pattern0::L12,147.57837990887742,16.262756300992134,8.398643333426364,AutoARIMA,1,0,0,low,low
M1039::pattern0::L12,84.32907623854817,46.200330090729985,0.0107421875,AutoARIMA,1,0,1,low,medium
M103::pattern0::L12,1061.6497499024995,69.08098107592033,87.25569661458337,AutoETS,0,2,1,high,medium
M1040::pattern0::L12,86.96086182563461,38.82924039239014,0.0029296875,AutoETS,0,0,1,low,medium
M1041::pattern0::L12,62.52177686169838,27.889059325552328,38.117901717626104,XGB,3,0,0,low,low
M1042::pattern0::L12,197.42971282268755,8.752038099868809,6.208557563416434,LGBM,2,0,0,low,low
M1043::pattern0::L12,361.1947381005834,68.58471681740227,122.98632812499997,AutoARIMA,1,1,1,medium,medium
M1044::pattern0::L12,108.14406200932962,44.877965717266605,0.001953125,AutoETS,0,0,1,low,medium
M1045::pattern0::L12,83.82732124157899,63.29184052619388,0.42268880208333215,AutoETS,0,0,1,low,medium
M1046::pattern0::L12,45.811691165023234,23.26225481412472,1.6697789830095644,XGB,3,0,0,low,low
M1047::pattern0::L12,235.21027864822676,20.24843834942595,5.851725260416657,AutoETS,0,1,0,medium,low
M1048::pattern0::L12,657.1985638016646,65.14411282764459,60.53466796875,AutoARIMA,1,2,1,high,medium
M1049::pattern0::L12,256.8353871567751,5.752978822067139,12.213334185400242,LGBM,2,1,0,medium,low
M104::pattern0::L12,608.5575891580346,138.3593991789726,133.4784035071383,AutoETS,0,2,2,high,high
M1050::pattern0::L12,642.9746872275084,107.74254837112869,217.85611979166669,AutoARIMA,1,2,2,high,high
M1051::pattern0::L12,1251.8299315834686,85.32244468292038,107.64680989583326,AutoARIMA,1,2,1,high,medium
M1052::pattern0::L12,331.5900728786185,54.31116135737452,29.093831380208314,AutoARIMA,1,1,1,medium,medium
M1053::pattern0::L12,835.6817473397082,177.2814070958436,395.8051143588327,AutoARIMA,1,2,2,high,high
M1054::pattern0::L12,337.02393664465893,104.8839218885271,96.015625,AutoARIMA,1,1,2,medium,high
M1055::pattern0::L12,595.5845288137717,281.42213984332955,596.6010547082117,AutoARIMA,1,2,2,high,high
M1056::pattern0::L12,1222.038876792625,103.7312542888164,23.443690764249595,AutoARIMA,1,2,2,high,high
M1057::pattern0::L12,1022.7200076237959,148.49250142559038,182.03857421875,AutoARIMA,1,2,2,high,high
M1058::pattern0::L12,240.31242256387242,162.36300554063646,49.87935384114583,AutoARIMA,1,1,2,medium,high
M1059::pattern0::L12,196.43547253667293,152.76706972094198,6.212756032108388,XGB,3,0,2,low,high
M105::pattern0::L12,517.6734344587801,34.510471729318404,16.026338746578688,AutoETS,0,1,0,medium,low
M1060::pattern0::L12,373.98664751103837,128.95762565001934,243.095458984375,AutoARIMA,1,1,2,medium,high
M1061::pattern0::L12,383.85351696480694,63.79767238394485,98.705810546875,AutoARIMA,1,1,1,medium,medium
M1062::pattern0::L12,579.4141288958002,73.26873100230277,163.87272135416669,AutoARIMA,1,2,1,high,medium
M1063::pattern0::L12,562.7249317038511,89.36624106639671,170.77425130208331,AutoARIMA,1,2,1,high,medium
M1064::pattern0::L12,401.8789763551047,132.81965305490723,283.36197916666663,AutoARIMA,1,1,2,medium,high
M1065::pattern0::L12,440.0631665014312,86.59861828984279,147.4248046875,AutoARIMA,1,1,1,medium,medium
M1066::pattern0::L12,192.89795498242015,26.522508248126194,0.0016276041666856145,AutoARIMA,1,0,0,low,low
M1067::pattern0::L12,552.3717619694046,42.950557095992004,32.79547886720195,XGB,3,1,1,medium,medium
M1068::pattern0::L12,522.3706668719188,81.63826657532677,7.853432772741428,LGBM,2,1,1,medium,medium
M1069::pattern0::L12,349.7748234830431,41.52898944809964,5.449371432410771,LGBM,2,1,1,medium,medium
M106::pattern0::L12,941.9693684028109,16.277075158020992,25.854166666666742,AutoETS,0,2,0,high,low
M1070::pattern0::L12,680.7499284705892,116.96471371615806,45.335814142773415,XGB,3,2,2,high,high
M1071::pattern0::L12,538.9339332317957,105.66565220093851,84.357421875,AutoETS,0,1,2,medium,high
M1072::pattern0::L12,1701.1319663773374,324.97750388907633,103.4169921875,XGB,3,2,2,high,high
M1073::pattern0::L12,168.403781644027,90.35890685095691,1.0498046875,AutoETS,0,0,1,low,medium
M1074::pattern0::L12,403.48120478960055,122.80319443055176,40.45769676256896,XGB,3,1,2,medium,high
M1075::pattern0::L12,216.0919611020369,172.64565240691437,3.670904303980933,XGB,3,1,2,medium,high
M1076::pattern0::L12,98.2464477129331,4.873884242193559,3.2629718413157462,XGB,3,0,0,low,low
M1077::pattern0::L12,121.57329161123987,9.408811470942325,7.266927083333343,AutoETS,0,0,0,low,low
M1078::pattern0::L12,3345.741409780917,560.1468919817668,1117.1928526653346,XGB,3,2,2,high,high
M1079::pattern0::L12,2410.2547072458037,695.4039763504998,1309.7463378906248,AutoARIMA,1,2,2,high,high
M107::pattern0::L12,1304.2237830719573,20.306523540987293,3.8836263020832575,AutoETS,0,2,0,high,low
M1080::pattern0::L12,97.45871093748937,27.112358194654927,8.625045572874114,AutoARIMA,1,0,0,low,low
M1081::pattern0::L12,251.63805371311506,73.12872515940579,1.1402682378769384,AutoETS,0,1,1,medium,medium
M1082::pattern0::L12,76.60814164102604,50.67293021428251,11.139322916666668,AutoETS,0,0,1,low,medium
M1083::pattern0::L12,1399.657710140005,134.81398568196832,69.93585358085352,XGB,3,2,2,high,high
M1084::pattern0::L12,135.6266325712732,23.72678030831597,51.25211588541667,AutoARIMA,1,0,0,low,low
M1085::pattern0::L12,103.54973893585687,13.726492013276626,23.212727864583343,AutoARIMA,1,0,0,low,low
M1086::pattern0::L12,39.023201288502946,6.099489929596571,6.918895648803453,XGB,3,0,0,low,low
M1087::pattern0::L12,110.15608928268335,72.89544370977057,7.079345703125,AutoETS,0,0,1,low,medium
M1088::pattern0::L12,106.83782850961086,99.41723244552615,0.000732421875,AutoARIMA,1,0,1,low,medium
M1089::pattern0::L12,88.15182790729091,36.29494708766702,76.00390625,AutoARIMA,1,0,0,low,low
M108::pattern0::L12,1043.9774909358507,110.21459766321254,11.29364953784659,LGBM,2,2,2,high,high
M1090::pattern0::L12,1624.5953024267685,348.3722999146131,6.611678457074277,XGB,3,2,2,high,high
M1091::pattern0::L12,247.79425107605712,17.231312101347317,28.758626302083343,XGB,3,1,0,medium,low
M1092::pattern0::L12,1096.7552466436625,317.22316949310414,241.9120998559007,AutoETS,0,2,2,high,high
M1093::pattern0::L12,126.11891324246835,22.407861039825576,0.0,AutoETS,0,0,0,low,low
M1094::pattern0::L12,113.1612384255623,58.904884631958325,32.91748046875,XGB,3,0,1,low,medium
M1095::pattern0::L12,538.3614968778297,77.07982418368579,52.48779296875,AutoARIMA,1,1,1,medium,medium
M1096::pattern0::L12,461.1639283949259,125.18147709787543,52.229118527620244,AutoETS,0,1,2,medium,high
M1097::pattern0::L12,375.42564463034154,114.31012717704958,111.96158854166666,AutoARIMA,1,1,2,medium,high
M1098::pattern0::L12,2667.0227656843476,457.9905392049774,47.96980622697356,XGB,3,2,2,high,high
M1099::pattern0::L12,82.12936574881171,6.982506358083103,9.061638567253183,LGBM,2,0,0,low,low
M109::pattern0::L12,774.7725300940967,55.32224785840666,25.533479751387176,AutoARIMA,1,2,1,high,medium
M10::pattern0::L12,1072.9748863171753,49.461958191278285,22.182811502131926,LGBM,2,2,1,high,medium
M1100::pattern0::L12,277.76101096085614,150.95421360687953,6.521582905924632,XGB,3,1,2,medium,high
M1101::pattern0::L12,264.6896656738686,156.7972757380082,4.3241823566089295,LGBM,2,1,2,medium,high
M1102::pattern0::L12,124.36012542020241,45.668364708488554,31.374276965023753,LGBM,2,0,1,low,medium
M1103::pattern0::L12,1031.4228863219864,304.1165910247701,27.7724609375,AutoARIMA,1,2,2,high,high
M1104::pattern0::L12,266.75892078448857,17.30224352074496,28.25390625,AutoETS,0,1,0,medium,low
M1105::pattern0::L12,3153.2497368593863,847.2882080731766,343.7536567291222,LGBM,2,2,2,high,high
M1106::pattern0::L12,379.6164711633841,132.32991586860115,259.28896408061973,AutoARIMA,1,1,2,medium,high
M1107::pattern0::L12,235.56882091087056,70.64878721970277,42.31070963541666,AutoARIMA,1,1,1,medium,medium
M1108::pattern0::L12,296.7561658951714,58.76840979584299,43.868891106814175,LGBM,2,1,1,medium,medium
M1109::pattern0::L12,189.65882212104907,8.694049157180237,10.286912036637062,LGBM,2,0,0,low,low
M110::pattern0::L12,788.3937014886528,29.462787580415377,11.551595052083371,AutoARIMA,1,2,0,high,low
M1110::pattern0::L12,291.7295068281248,98.52717849131535,105.3486328125,AutoARIMA,1,1,1,medium,medium
M1111::pattern0::L12,160.8850295441053,16.124665663900352,6.235109688162083,LGBM,2,0,0,low,low
M1112::pattern0::L12,234.7239488025159,24.4683179626813,23.491373697916657,AutoETS,0,1,0,medium,low
M1113::pattern0::L12,60.66836121166155,31.708699228520665,0.00390625,AutoETS,0,0,0,low,low
M1114::pattern0::L12,956.21006669795,751.6697058750037,20.269856770833314,AutoARIMA,1,2,2,high,high
M1115::pattern0::L12,238.8242670855679,32.232222008010574,24.642252604166657,AutoARIMA,1,1,0,medium,low
M1116::pattern0::L12,71.15241008741486,43.81917649046579,0.00048828125,AutoARIMA,1,0,1,low,medium
M1117::pattern0::L12,253.20966636663903,27.10909002295396,6.980833231360521,LGBM,2,1,0,medium,low
M1118::pattern0::L12,609.8692106580045,586.0644373479769,7.80859375,AutoARIMA,1,2,2,high,high
M1119::pattern0::L12,43.238367154705806,26.035972778767817,25.904408985342947,LGBM,2,0,0,low,low
M111::pattern0::L12,555.9667906489152,64.82361256567899,10.661157716838886,LGBM,2,1,1,medium,medium
M1120::pattern0::L12,1713.0175564200706,288.2953625026909,327.21329208653196,AutoETS,0,2,2,high,high
M1121::pattern0::L12,130.47392498629355,5.405831630141529,4.798336663923692,AutoETS,0,0,0,low,low
M1122::pattern0::L12,221.3037356034438,33.7529007027273,15.655936492474666,LGBM,2,1,0,medium,low
M1123::pattern0::L12,162.8948016113108,43.60206440257735,72.1610897787156,LGBM,2,0,1,low,medium
M1124::pattern0::L12,551.31205494315,70.94907607321596,0.01318359375,AutoARIMA,1,1,1,medium,medium
M1125::pattern0::L12,273.94789342324475,31.392043818351176,3.4379343700614413,XGB,3,1,0,medium,low
M1126::pattern0::L12,258.15880808790394,29.545015533243845,27.536925059947862,XGB,3,1,0,medium,low
M1127::pattern0::L12,219.56909007843933,37.47664680571401,14.5341796875,AutoARIMA,1,1,1,medium,medium
M1128::pattern0::L12,142.50400195509582,28.696070121658085,0.0919544192001922,LGBM,2,0,0,low,low
M1129::pattern0::L12,125.35355261881327,58.295744189816745,20.864741347662864,LGBM,2,0,1,low,medium
M112::pattern0::L12,1436.9325956755117,50.4505740054846,31.28197775413082,AutoARIMA,1,2,1,high,medium
M1130::pattern0::L12,219.56909007843933,37.47664680571401,14.5341796875,AutoARIMA,1,1,1,medium,medium
M1131::pattern0::L12,113.38878647200089,46.67815066833401,3.480954372413791,LGBM,2,0,1,low,medium
M1132::pattern0::L12,286.93317761438846,14.086855318083666,22.479915364583576,XGB,3,1,0,medium,low
M1133::pattern0::L12,105.37698249350358,20.300693697659494,6.56703747390263,LGBM,2,0,0,low,low
M1134::pattern0::L12,103.22097728596093,20.867073300208972,38.574066116572496,LGBM,2,0,0,low,low
M1135::pattern0::L12,339.6108785929124,89.62590450600882,17.558260465399428,AutoARIMA,1,1,1,medium,medium
M1136::pattern0::L12,341.3863266618023,43.41432959903178,2.3035481770833712,XGB,3,1,1,medium,medium
M1137::pattern0::L12,277.12191548038606,22.64758755023128,32.84665364583333,AutoETS,0,1,0,medium,low
M1138::pattern0::L12,1042.7253197499726,189.4432248654195,403.26285807291663,AutoETS,0,2,2,high,high
M1139::pattern0::L12,697.237514932728,51.561136451961495,25.29348421007853,AutoETS,0,2,1,high,medium
M113::pattern0::L12,355.0781660358382,66.99201524826101,0.5184733072916856,AutoARIMA,1,1,1,medium,medium
M1140::pattern0::L12,390.90677183067544,32.118468348527166,28.61474609375,AutoETS,0,1,0,medium,low
M1141::pattern0::L12,386.4697309447959,74.17602496842923,45.814503206267545,XGB,3,1,1,medium,medium
M1142::pattern0::L12,135.09067382858393,27.05558547805168,23.675292966914043,LGBM,2,0,0,low,low
