approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,151,0.36490066225165557,0.011554482107473693,0.1535639147719045,0.3602649006622516,0.015913644684562175,0.15636103867296283
best_content_baseline,pattern_tsfel,151,0.5629139072847682,0.0261034632540846,0.27678344640579106,0.5364238410596026,0.035831534747419465,0.2709031402293195
