task,system,metric,n_queries,mean,std,ci95_low,ci95_high,mean_p@10,mean_ap@10,mean_ndcg@15,mean_p@15,mean_ap@15
task1,random,ndcg@10,151,0.17287177303881,0.09624017485189142,0.15777566554344233,0.18801632339404203,0.3788079470198675,0.013049604490683007,0.1767791384969174,0.37969094922737306,0.0177754888693396
task1,raw_cosine,ndcg@10,151,0.22398576306164625,0.15627283117894245,0.1995229069084549,0.2501104229614169,0.46821192052980126,0.019193818767413044,0.2202334070626462,0.45253863134657835,0.025932515484241983
task1,raw_dtw,ndcg@10,151,0.21791922419922183,0.14979925228722624,0.19442713267386105,0.241449694155702,0.4662251655629138,0.019607176000022406,0.21711810469157836,0.4573951434878587,0.026657663328495684
task1,raw_dtw+tsfel,ndcg@10,151,0.258123012948781,0.17485523169416375,0.2300307864777561,0.2867882388959701,0.5463576158940397,0.02470330310965254,0.26143014786659086,0.5368653421633554,0.03466421736899825
task1,tsfel,ndcg@10,151,0.2656581540473981,0.1844032107108529,0.23653035168248313,0.29624264206354384,0.5576158940397351,0.025445567017277543,0.26907461728200954,0.5501103752759382,0.03607323722870619
task2,pattern_raw_cosine,ndcg@10,151,0.2232505191570691,0.16786806504198315,0.19687423548470384,0.24899218887850844,0.4390728476821193,0.0186667715138796,0.22504617695463414,0.45033112582781465,0.026560642704865314
task2,pattern_raw_cosine+pattern_tsfel,ndcg@10,151,0.27678344640579106,0.18552888687471078,0.24766346706543194,0.30512319222995027,0.5629139072847682,0.0261034632540846,0.2709031402293195,0.5364238410596026,0.035831534747419465
task2,pattern_raw_dtw,ndcg@10,151,0.24150697518809922,0.17352740595970856,0.214915501786958,0.27070855154895407,0.4940397350993377,0.021511424812652974,0.23971279615645844,0.48653421633554084,0.030072458070846176
task2,pattern_tsfel,ndcg@10,151,0.27678344640579106,0.18552888687471078,0.24803515717642224,0.30648167194329373,0.5629139072847682,0.0261034632540846,0.2709031402293195,0.5364238410596026,0.035831534747419465
task2,random,ndcg@10,151,0.1535639147719045,0.08997825709393248,0.14038067779870272,0.16790066414852048,0.36490066225165557,0.011554482107473693,0.15636103867296283,0.3602649006622516,0.015913644684562175
task1,random,ndcg@15,151,0.1767791384969174,0.07894395372973477,0.16449543790817742,0.18956070244070716,0.3788079470198675,0.013049604490683007,0.1767791384969174,0.37969094922737306,0.0177754888693396
task1,raw_cosine,ndcg@15,151,0.2202334070626462,0.13572452135526855,0.1986838318809446,0.2428869417988904,0.46821192052980126,0.019193818767413044,0.2202334070626462,0.45253863134657835,0.025932515484241983
task1,raw_dtw,ndcg@15,151,0.21711810469157836,0.13080967332922946,0.19680232262230182,0.23840248586240068,0.4662251655629138,0.019607176000022406,0.21711810469157836,0.4573951434878587,0.026657663328495684
task1,raw_dtw+tsfel,ndcg@15,151,0.26143014786659086,0.16116491776616748,0.23578929618900188,0.28784456255360213,0.5463576158940397,0.02470330310965254,0.26143014786659086,0.5368653421633554,0.03466421736899825
task1,tsfel,ndcg@15,151,0.26907461728200954,0.16909662224405206,0.24218134897816376,0.29684095241117675,0.5576158940397351,0.025445567017277543,0.26907461728200954,0.5501103752759382,0.03607323722870619
task2,pattern_raw_cosine,ndcg@15,151,0.22504617695463414,0.1537119512026917,0.20146264430574365,0.24827848191103796,0.4390728476821193,0.0186667715138796,0.22504617695463414,0.45033112582781465,0.026560642704865314
task2,pattern_raw_cosine+pattern_tsfel,ndcg@15,151,0.2709031402293195,0.17289142437158697,0.2426953584340263,0.29783522028465165,0.5629139072847682,0.0261034632540846,0.2709031402293195,0.5364238410596026,0.035831534747419465
task2,pattern_raw_dtw,ndcg@15,151,0.23971279615645844,0.1562705151205181,0.2155882705749018,0.2655152561456987,0.4940397350993377,0.021511424812652974,0.23971279615645844,0.48653421633554084,0.030072458070846176
task2,pattern_tsfel,ndcg@15,151,0.2709031402293195,0.17289142437158697,0.24347012932348602,0.2988835007065344,0.5629139072847682,0.0261034632540846,0.2709031402293195,0.5364238410596026,0.035831534747419465
task2,random,ndcg@15,151,0.15636103867296283,0.07478534320025315,0.1451229659321964,0.16829872606882926,0.36490066225165557,0.011554482107473693,0.15636103867296283,0.3602649006622516,0.015913644684562175
