approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,129,0.5542635658914727,0.01854164999057517,0.23333561193918934,0.5395348837209302,0.025487064302101032,0.23288500791106168
best_content_baseline,pattern_tsfel,129,0.6930232558139535,0.026990667339639174,0.3564408826049116,0.6837209302325582,0.03881220496343595,0.3511490156825838
