approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,285,0.552280701754386,0.00777567687780483,0.2334378738238888,0.5567251461988304,0.011248734206904275,0.23507350160477458
best_content_baseline,pattern_tsfel,285,0.8080701754385965,0.015219934090568219,0.40169663499777575,0.7992982456140352,0.0223132562760014,0.3950354303672544
