experiment,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
exp1_pattern_main,pattern_tsfel,285,0.8080701754385965,0.015219934090568219,0.40169663499777575,0.7992982456140352,0.0223132562760014,0.3950354303672544
exp1_pattern_main,pattern_raw_cosine+pattern_tsfel,285,0.7950877192982457,0.015119823518772899,0.39692925669403184,0.7887719298245615,0.022066981156476477,0.39202010182772523
exp1_pattern_main,pattern_raw_cosine,285,0.6919298245614036,0.012200835914432934,0.3291958864361846,0.6792982456140351,0.017485818253184692,0.3216181776238834
exp1_pattern_main,pattern_raw_dtw,285,0.6814035087719298,0.011738335287642829,0.3253033604169463,0.6783625730994152,0.01703607299327928,0.3231657992127793
exp1_pattern_main,random,285,0.552280701754386,0.00777567687780483,0.2334378738238888,0.5567251461988304,0.011248734206904275,0.23507350160477458
