approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,129,0.3682170542635659,0.014169732146779494,0.1504837769434134,0.37571059431524545,0.019987987180488397,0.15475671122666587
best_content_baseline,pattern_tsfel,129,0.5325581395348836,0.027474600499649754,0.2508881753728126,0.5204134366925064,0.03843113642765801,0.24941192025061734
