task,split,n_queries,n_queries_with_positive_qrels,qrels_rows,mean_positive_qrels_per_query,median_positive_qrels_per_query,min_positive_qrels_per_query,max_positive_qrels_per_query,mean_relevance,relevance_1_rows,relevance_2_rows,relevance_3_rows,relevance_4_rows
task1,test,129,129,18882,146.37209302325581,147.0,131,165,2.518483211524203,2241,6687,7877,2077
task2,test,129,129,18751,145.35658914728683,145.0,130,170,2.5404511759372834,2110,6658,7722,2261
task2_L12,test,129,129,18526,143.6124031007752,143.0,132,162,2.486019648062183,1885,7466,7461,1714
task2_L36,test,129,129,18688,144.86821705426357,143.0,131,170,2.584439212328767,2047,6199,7915,2527
