approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,129,0.37364341085271313,0.01414639127171781,0.13436021099169576,0.3715762273901809,0.019478070459794324,0.1438719179315243
best_content_baseline,pattern_raw_cosine+pattern_tsfel,129,0.5294573643410853,0.027833486948766903,0.25298651765004154,0.5059431524547805,0.03781049018944335,0.25088413044213065
