run_id,run_dir,dataset_name,frequency,seasonal_period,pattern_len,pattern_lens,qrels_n_bins,forecast_h,seed,patterns_per_series,regime_definition,experiment,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15,comparison,approach
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,4,42,1,full,exp4_pattern_length_sensitivity,pattern_raw_cosine,151,0.613907284768212,0.019283312167091365,0.29322580039032337,0.5991169977924945,0.02702320128078745,0.2859926769048483,,
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,36,"12,24,36",2,4,42,1,full,exp4_pattern_length_sensitivity,pattern_tsfel,151,0.7403973509933774,0.0258818779614081,0.38059141420273396,0.7333333333333334,0.03749786530137539,0.3725799701693672,,
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,36,"12,24,36",2,4,42,1,full,exp4_pattern_length_sensitivity,pattern_raw_cosine,151,0.6403973509933774,0.02074514801160621,0.331744384878033,0.6286975717439294,0.0295466876557466,0.31921439088017933,,
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,36,"12,24,36",2,4,42,1,full,exp4_pattern_length_sensitivity,pattern_raw_dtw,151,0.6536423841059602,0.02092476879373859,0.3298361619156818,0.6463576158940397,0.030137316302707565,0.32025384694381276,,
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp1_pattern_main,pattern_tsfel,151,0.7317880794701986,0.025055469266503764,0.3738641810615576,0.7333333333333334,0.03684390331627249,0.371585008025751,,
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp1_pattern_main,pattern_raw_cosine+pattern_tsfel,151,0.7139072847682119,0.024383243172964503,0.36501643944860157,0.7152317880794702,0.035528917587382684,0.3581652988540794,,
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp1_pattern_main,pattern_raw_dtw,151,0.609271523178808,0.018549727023478412,0.2974118120101634,0.61280353200883,0.026875359609074518,0.2939098936380447,,
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp1_pattern_main,pattern_raw_cosine,151,0.5860927152317881,0.017951666511208518,0.292576833679699,0.5827814569536424,0.025551738827338834,0.2916413995543685,,
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp1_pattern_main,random,151,0.533112582781457,0.014130500235490135,0.23870244389858708,0.5368653421633554,0.020279827531358426,0.23558798850505508,,
freqquarterly__bins2__h8__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h8__seed42__pps1__regfull,m3_quarterly,quarterly,4,24,"12,24,36",2,8,42,1,full,exp2_whole_vs_pattern,raw_cosine,151,0.5920529801324503,0.018443583849916928,0.30525601126164625,0.5770419426048565,0.025777524315090224,0.29415932242541776,cosine,whole-series
