run_id,run_dir,dataset_name,frequency,seasonal_period,pattern_len,pattern_lens,qrels_n_bins,forecast_h,seed,patterns_per_series,regime_definition,scope,error_regime,best_model,disagreement_regime,n
freqquarterly__bins2__h2__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h2__seed42__pps1__regfull,m3_quarterly,quarterly,4,36.0,"12,24,36",2,2,42,1,full,pattern_length,bin_1,AutoETS,bin_1,79
freqquarterly__bins2__h2__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h2__seed42__pps1__regfull,m3_quarterly,quarterly,4,36.0,"12,24,36",2,2,42,1,full,pattern_length,bin_1,LGBM,bin_0,18
freqquarterly__bins2__h2__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h2__seed42__pps1__regfull,m3_quarterly,quarterly,4,36.0,"12,24,36",2,2,42,1,full,pattern_length,bin_1,LGBM,bin_1,43
freqquarterly__bins2__h2__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h2__seed42__pps1__regfull,m3_quarterly,quarterly,4,36.0,"12,24,36",2,2,42,1,full,pattern_length,bin_1,XGB,bin_0,22
freqquarterly__bins2__h2__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h2__seed42__pps1__regfull,m3_quarterly,quarterly,4,36.0,"12,24,36",2,2,42,1,full,pattern_length,bin_1,XGB,bin_1,56
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_0,AutoARIMA,bin_0,95
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_0,AutoARIMA,bin_1,37
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_0,AutoETS,bin_0,102
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_0,AutoETS,bin_1,49
freqquarterly__bins2__h4__seed42__pps1__regfull,results_ri_bins_sensitivity/quarterly/freqquarterly__bins2__h4__seed42__pps1__regfull,m3_quarterly,quarterly,4,,"12,24,36",2,4,42,1,full,whole_series,bin_0,LGBM,bin_0,34
