experiment,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
exp1_pattern_main,pattern_tsfel,129,0.5519379844961241,0.02895972126221211,0.2517061013067619,0.5400516795865633,0.040760974314036996,0.2539970206436546
exp1_pattern_main,pattern_raw_cosine+pattern_tsfel,129,0.5519379844961241,0.0289019286390835,0.24862204000133145,0.5364341085271318,0.040471589949476264,0.2503018886266497
exp1_pattern_main,pattern_raw_dtw,129,0.44573643410852715,0.021328100414644422,0.20466539978158818,0.4273901808785529,0.02877757441557912,0.2017517149429486
exp1_pattern_main,pattern_raw_cosine,129,0.4410852713178294,0.020323274554758602,0.19393720298558587,0.44031007751937984,0.028813161641782645,0.19897464341930218
exp1_pattern_main,random,129,0.37751937984496114,0.014742988390489738,0.14511452735992605,0.3803617571059431,0.020550083376470796,0.15248311197423997
