task,split,n_queries,n_queries_with_positive_qrels,qrels_rows,mean_positive_qrels_per_query,median_positive_qrels_per_query,min_positive_qrels_per_query,max_positive_qrels_per_query,mean_relevance,relevance_1_rows,relevance_2_rows,relevance_3_rows,relevance_4_rows
task1,test,285,285,139719,490.2421052631579,482.0,433,568,2.6669028550161396,17593,34401,64678,23047
task2,test,285,285,136491,478.9157894736842,485.0,446,531,2.62355027071382,14359,40203,64390,17539
task2_L12,test,285,285,134729,472.73333333333335,461.0,441,529,2.7025362023023995,12605,34707,67577,19840
task2_L36,test,285,285,136769,479.89122807017543,472.0,448,507,2.59080639618627,14651,43273,62235,16610
