comparison,approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
cosine,whole-series,raw_cosine,285,0.6891228070175439,0.011898836616541137,0.3419679698399843,0.6706432748538012,0.016840965714303432,0.3305376461652698
cosine,pattern,pattern_raw_cosine,285,0.6845614035087719,0.012063533535400177,0.32325288842802885,0.6769590643274854,0.017408979115255383,0.3157419973544033
dtw,whole-series,raw_dtw,285,0.7,0.011811854713431729,0.34945667788149887,0.6837426900584795,0.016823754352842057,0.3397633884561455
dtw,pattern,pattern_raw_dtw,285,0.6870175438596492,0.012114136185516544,0.32362135619145893,0.6814035087719298,0.01748894928481125,0.3182162468371152
tsfel,whole-series,tsfel,285,0.7992982456140352,0.01482071317021726,0.42735858179365455,0.7894736842105263,0.02156607003240088,0.41730285372945647
tsfel,pattern,pattern_tsfel,285,0.8024561403508772,0.015429077116253843,0.39093443930641397,0.7976608187134503,0.022603303084545178,0.3871760037750935
