task,system,metric,n_queries,mean,std,ci95_low,ci95_high,mean_p@10,mean_ap@10,mean_ndcg@15,mean_p@15,mean_ap@15
task1,random,ndcg@10,285,0.24638295933082754,0.10950092507937226,0.23386943212478317,0.25894798302895244,0.5796491228070175,0.008119466544025324,0.24407960504353107,0.5719298245614035,0.011565263925122013
task1,raw_cosine,ndcg@10,285,0.3419679698399843,0.17902967103114284,0.32200795208550603,0.3630125260416832,0.6891228070175439,0.011898836616541137,0.3305376461652698,0.6706432748538012,0.016840965714303432
task1,raw_dtw,ndcg@10,285,0.34945667788149887,0.17848872214130065,0.3284635234096481,0.37026244130862485,0.7,0.011811854713431729,0.3397633884561455,0.6837426900584795,0.016823754352842057
task1,raw_dtw+tsfel,ndcg@10,285,0.432257952037639,0.19204667821414725,0.410970557755805,0.45502136261189224,0.8003508771929825,0.0147682518274268,0.4205003037087177,0.7897076023391814,0.021418696607862244
task1,tsfel,ndcg@10,285,0.42735858179365455,0.18395015735398404,0.4059470543746381,0.4499947269816668,0.7992982456140352,0.01482071317021726,0.41730285372945647,0.7894736842105263,0.02156607003240088
task2,pattern_raw_cosine,ndcg@10,285,0.32325288842802885,0.18105451374942091,0.3013315088877917,0.34539995425481423,0.6845614035087719,0.012063533535400177,0.3157419973544033,0.6769590643274854,0.017408979115255383
task2,pattern_raw_cosine+pattern_tsfel,ndcg@10,285,0.38877117652862203,0.1794389962005799,0.3678672957950134,0.4086852689071055,0.7978947368421053,0.015252781791072052,0.3855634387554954,0.7948538011695906,0.022423359652574724
task2,pattern_raw_dtw,ndcg@10,285,0.32362135619145893,0.18038864446743663,0.30279097939431043,0.3448482127223695,0.6870175438596492,0.012114136185516544,0.3182162468371152,0.6814035087719298,0.01748894928481125
task2,pattern_tsfel,ndcg@10,285,0.39093443930641397,0.17715047349220345,0.36991973449187454,0.4113413275848135,0.8024561403508772,0.015429077116253843,0.3871760037750935,0.7976608187134503,0.022603303084545178
task2,random,ndcg@10,285,0.23218483172314183,0.10600821782177534,0.21961725952146924,0.24436010292687405,0.5617543859649122,0.008058075470709542,0.23428257414579295,0.5614035087719298,0.011574570712581611
task1,random,ndcg@15,285,0.24407960504353107,0.08924022194161163,0.2342174529967736,0.25406354149088384,0.5796491228070175,0.008119466544025324,0.24407960504353107,0.5719298245614035,0.011565263925122013
task1,raw_cosine,ndcg@15,285,0.3305376461652698,0.1644688675657656,0.3117221653401209,0.3498035852972847,0.6891228070175439,0.011898836616541137,0.3305376461652698,0.6706432748538012,0.016840965714303432
task1,raw_dtw,ndcg@15,285,0.3397633884561455,0.15550052786634722,0.3207946255677634,0.3581965305102242,0.7,0.011811854713431729,0.3397633884561455,0.6837426900584795,0.016823754352842057
task1,raw_dtw+tsfel,ndcg@15,285,0.4205003037087177,0.17258188367517746,0.4011197296584785,0.44086923309063436,0.8003508771929825,0.0147682518274268,0.4205003037087177,0.7897076023391814,0.021418696607862244
task1,tsfel,ndcg@15,285,0.41730285372945647,0.1698282373777946,0.3972504134877061,0.4383988966078992,0.7992982456140352,0.01482071317021726,0.41730285372945647,0.7894736842105263,0.02156607003240088
task2,pattern_raw_cosine,ndcg@15,285,0.3157419973544033,0.164887792813272,0.2952946185838668,0.33583392008959084,0.6845614035087719,0.012063533535400177,0.3157419973544033,0.6769590643274854,0.017408979115255383
task2,pattern_raw_cosine+pattern_tsfel,ndcg@15,285,0.3855634387554954,0.16743685490411708,0.3662940655100958,0.4042405736499596,0.7978947368421053,0.015252781791072052,0.3855634387554954,0.7948538011695906,0.022423359652574724
task2,pattern_raw_dtw,ndcg@15,285,0.3182162468371152,0.16483908577490716,0.2985374860611413,0.3372625039169732,0.6870175438596492,0.012114136185516544,0.3182162468371152,0.6814035087719298,0.01748894928481125
task2,pattern_tsfel,ndcg@15,285,0.3871760037750935,0.16648598704995113,0.3669848396774658,0.40618681273511603,0.8024561403508772,0.015429077116253843,0.3871760037750935,0.7976608187134503,0.022603303084545178
task2,random,ndcg@15,285,0.23428257414579295,0.0894104700152234,0.22356300648341695,0.24493428116448646,0.5617543859649122,0.008058075470709542,0.23428257414579295,0.5614035087719298,0.011574570712581611
