comparison,approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
cosine,whole-series,raw_cosine,151,0.6238410596026491,0.019852165105318384,0.3256108873868435,0.6189845474613687,0.02827272656547588,0.3181794471090908
cosine,pattern,pattern_raw_cosine,151,0.5980132450331126,0.018874982961209562,0.3154479009386773,0.6066225165562914,0.027532798379783247,0.31442708261931146
dtw,whole-series,raw_dtw,151,0.6298013245033112,0.020311069827748895,0.3262300878118624,0.6331125827814569,0.029261013296202173,0.32175006245641075
dtw,pattern,pattern_raw_dtw,151,0.6490066225165563,0.021331210425130313,0.3385820524192684,0.644150110375276,0.03068132763696329,0.33182696513892207
tsfel,whole-series,tsfel,151,0.7092715231788081,0.02432926055580893,0.3734416618269185,0.713907284768212,0.03588465859560005,0.37616140436946843
tsfel,pattern,pattern_tsfel,151,0.7410596026490066,0.025494058297124502,0.3839035268901191,0.7315673289183223,0.03679844616942872,0.3765791341818345
