task,system,metric,n_queries,mean,std,ci95_low,ci95_high,mean_p@10,mean_ap@10,mean_ndcg@15,mean_p@15,mean_ap@15
task1,random,ndcg@10,151,0.27149462797796936,0.1261731391408639,0.2518148349369785,0.2920784208917596,0.5635761589403974,0.01607746568799452,0.27506546667495924,0.5633554083885209,0.02276621463978274
task1,raw_cosine,ndcg@10,151,0.3256108873868435,0.17663625615700254,0.2987859594193794,0.3536543472264773,0.6238410596026491,0.019852165105318384,0.3181794471090908,0.6189845474613687,0.02827272656547588
task1,raw_dtw,ndcg@10,151,0.3262300878118624,0.17338303794595114,0.2997624590721292,0.3542422301763996,0.6298013245033112,0.020311069827748895,0.32175006245641075,0.6331125827814569,0.029261013296202173
task1,raw_dtw+tsfel,ndcg@10,151,0.3782560503834957,0.21253942240550794,0.3455512115034933,0.41180395357811844,0.7192052980132452,0.02471727485755388,0.37540970124291456,0.7147902869757174,0.036015828993754655
task1,tsfel,ndcg@10,151,0.3734416618269185,0.21228802403200686,0.3398053281296129,0.40742398285716597,0.7092715231788081,0.02432926055580893,0.37616140436946843,0.713907284768212,0.03588465859560005
task2,pattern_raw_cosine,ndcg@10,151,0.3154479009386773,0.18754409408512834,0.28740575456981465,0.3445855840108355,0.5980132450331126,0.018874982961209562,0.31442708261931146,0.6066225165562914,0.027532798379783247
task2,pattern_raw_cosine+pattern_tsfel,ndcg@10,151,0.3839035268901191,0.18594432267711763,0.35358838031820167,0.41216692992336074,0.7410596026490066,0.025494058297124502,0.3765791341818345,0.7315673289183223,0.03679844616942872
task2,pattern_raw_dtw,ndcg@10,151,0.3385820524192684,0.19460290020408183,0.3083029455205345,0.3701680379337821,0.6490066225165563,0.021331210425130313,0.33182696513892207,0.644150110375276,0.03068132763696329
task2,pattern_tsfel,ndcg@10,151,0.3839035268901191,0.18594432267711763,0.3546098735425969,0.4129029533993037,0.7410596026490066,0.025494058297124502,0.3765791341818345,0.7315673289183223,0.03679844616942872
task2,random,ndcg@10,151,0.2450658820282552,0.11167827237705308,0.22783359481006155,0.26359108573230056,0.5503311258278146,0.014833904279682337,0.24722960654816076,0.5523178807947019,0.02139697198041314
task1,random,ndcg@15,151,0.27506546667495924,0.10470196510196625,0.2586182939654152,0.29198155745003734,0.5635761589403974,0.01607746568799452,0.27506546667495924,0.5633554083885209,0.02276621463978274
task1,raw_cosine,ndcg@15,151,0.3181794471090908,0.1539428624707716,0.2940868478357242,0.3425444883899283,0.6238410596026491,0.019852165105318384,0.3181794471090908,0.6189845474613687,0.02827272656547588
task1,raw_dtw,ndcg@15,151,0.32175006245641075,0.15257603186920557,0.2989085093161587,0.3459173254181485,0.6298013245033112,0.020311069827748895,0.32175006245641075,0.6331125827814569,0.029261013296202173
task1,raw_dtw+tsfel,ndcg@15,151,0.37540970124291456,0.19577345707297308,0.3454943152183405,0.40810180343788804,0.7192052980132452,0.02471727485755388,0.37540970124291456,0.7147902869757174,0.036015828993754655
task1,tsfel,ndcg@15,151,0.37616140436946843,0.19441561163745086,0.34470414040705405,0.4068146489399367,0.7092715231788081,0.02432926055580893,0.37616140436946843,0.713907284768212,0.03588465859560005
task2,pattern_raw_cosine,ndcg@15,151,0.31442708261931146,0.17356622714434808,0.2882100714982791,0.34102119310322204,0.5980132450331126,0.018874982961209562,0.31442708261931146,0.6066225165562914,0.027532798379783247
task2,pattern_raw_cosine+pattern_tsfel,ndcg@15,151,0.3765791341818345,0.17074117043173662,0.34825485665270434,0.40260289163608176,0.7410596026490066,0.025494058297124502,0.3765791341818345,0.7315673289183223,0.03679844616942872
task2,pattern_raw_dtw,ndcg@15,151,0.33182696513892207,0.17989774129867167,0.3042341190794666,0.3606174349589555,0.6490066225165563,0.021331210425130313,0.33182696513892207,0.644150110375276,0.03068132763696329
task2,pattern_tsfel,ndcg@15,151,0.3765791341818345,0.17074117043173662,0.3499745152233923,0.4030099970064677,0.7410596026490066,0.025494058297124502,0.3765791341818345,0.7315673289183223,0.03679844616942872
task2,random,ndcg@15,151,0.24722960654816076,0.09561695316183824,0.23234662407060552,0.26287860918087064,0.5503311258278146,0.014833904279682337,0.24722960654816076,0.5523178807947019,0.02139697198041314
