approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,151,0.5503311258278146,0.014833904279682337,0.2450658820282552,0.5523178807947019,0.02139697198041314,0.24722960654816076
best_content_baseline,pattern_tsfel,151,0.7410596026490066,0.025494058297124502,0.3839035268901191,0.7315673289183223,0.03679844616942872,0.3765791341818345
