approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,129,0.2627906976744186,0.011659983634993296,0.09694986697313965,0.2630490956072351,0.015531700990992652,0.10677807870190924
best_content_baseline,pattern_raw_cosine+pattern_tsfel,129,0.4116279069767441,0.026488312777472107,0.18796888567089703,0.40310077519379844,0.03589991863970097,0.19604599777303078
