object_id,mean_mae,disagreement,best_gap,best_model,best_model_index,error_bin,disagreement_bin,error_regime,disagreement_regime
Y100::pattern0::L12,348.04664962006285,137.74043130644222,46.36441423545952,XGB,3,1,2,bin_1,bin_2
Y101::pattern0::L12,1009.0224945977391,137.3404824902368,22.52376302083337,AutoETS,0,3,2,bin_3,bin_2
Y102::pattern0::L12,372.4680249391062,122.47483223867629,24.266248519445355,AutoARIMA,1,1,2,bin_1,bin_2
Y103::pattern0::L12,2521.188163171901,170.1430619397871,0.01416015625,AutoETS,0,3,2,bin_3,bin_2
Y104::pattern0::L12,566.9042354047075,449.7879325318971,21.61103341570532,XGB,3,2,3,bin_2,bin_3
Y105::pattern0::L12,252.62967527932358,96.68762329617185,0.01220703125,AutoETS,0,0,1,bin_0,bin_1
Y106::pattern0::L12,1538.6227742901146,218.67708409803765,8.578369295875746,XGB,3,3,3,bin_3,bin_3
Y107::pattern0::L12,330.6442027223106,137.8376477005474,79.60390200138258,LGBM,2,1,2,bin_1,bin_2
Y108::pattern0::L12,1857.453225097419,187.1663781098465,145.18310221449133,LGBM,2,3,2,bin_3,bin_2
Y109::pattern0::L12,2609.4415306958026,513.6708016598035,355.72819010416674,AutoARIMA,1,3,3,bin_3,bin_3
Y10::pattern0::L12,816.0676509802763,383.88958937502207,790.2187810044392,AutoARIMA,1,2,3,bin_2,bin_3
Y110::pattern0::L12,573.7976568530456,191.87992042694518,169.09951171874974,AutoETS,0,2,2,bin_2,bin_2
Y111::pattern0::L12,2760.882135970481,18.22981779987266,28.10816627775921,XGB,3,3,0,bin_3,bin_0
Y112::pattern0::L12,797.5180513500145,208.31749182043256,370.74735840202476,LGBM,2,2,3,bin_2,bin_3
Y113::pattern0::L12,10053.645112679116,3001.0671695563206,66.123046875,AutoARIMA,1,3,3,bin_3,bin_3
Y114::pattern0::L12,1946.7448219245018,223.6684232446879,6.22889915095061,LGBM,2,3,3,bin_3,bin_3
Y115::pattern0::L12,1141.5210706942867,66.80203231860916,11.70102321243644,LGBM,2,3,1,bin_3,bin_1
Y116::pattern0::L12,1796.474585799113,184.41385106071536,306.13094075520826,AutoARIMA,1,3,2,bin_3,bin_2
Y117::pattern0::L12,1504.6618404939068,174.5760897078923,0.37841796875,AutoARIMA,1,3,2,bin_3,bin_2
Y118::pattern0::L12,3274.617007783521,464.64721803074355,89.3963188945022,AutoARIMA,1,3,3,bin_3,bin_3
Y119::pattern0::L12,343.7093741666138,17.401623329200785,31.932490156038853,AutoARIMA,1,1,0,bin_1,bin_0
Y11::pattern0::L12,1233.6856001996598,200.28012343387232,18.93207836802685,LGBM,2,3,2,bin_3,bin_2
Y120::pattern0::L12,2188.537443420221,940.0401230256989,2116.8306656079662,AutoARIMA,1,3,3,bin_3,bin_3
Y121::pattern0::L12,324.2858171853621,25.26093296936744,32.52129557291664,AutoARIMA,1,1,0,bin_1,bin_0
Y122::pattern0::L12,2316.368652966035,685.6952810349669,227.68079178169432,LGBM,2,3,3,bin_3,bin_3
Y123::pattern0::L12,1462.0951959046888,642.2281326902518,402.866286693745,LGBM,2,3,3,bin_3,bin_3
