task,system,metric,n_queries,mean,std,ci95_low,ci95_high,mean_p@10,mean_ap@10,mean_ndcg@15,mean_p@15,mean_ap@15
task1,random,ndcg@10,129,0.10263487593208581,0.08242271075584526,0.08927288765275555,0.1169403067000139,0.25813953488372093,0.011415065623335786,0.10967804841112551,0.25684754521963826,0.01523249453372821
task1,raw_cosine,ndcg@10,129,0.17059878616693347,0.13788793546397757,0.14767928622743745,0.19573800462260404,0.351937984496124,0.021136738781652932,0.17241150063129515,0.3395348837209302,0.028250778536162858
task1,raw_dtw,ndcg@10,129,0.17310185712524667,0.15156469685455892,0.14691371009154303,0.19938482939789767,0.3666666666666667,0.023697955743488153,0.1751894993956159,0.3498708010335918,0.03091635813329303
task1,raw_dtw+tsfel,ndcg@10,129,0.19169187809736168,0.14568565345648754,0.16739697714352406,0.2167791465726806,0.42015503875968996,0.02727823901206969,0.1984015566000245,0.4134366925064599,0.03750103884777447
task1,tsfel,ndcg@10,129,0.18473354899785996,0.14109806805626982,0.16115640142706955,0.21088564791574885,0.41550387596899224,0.0262703033203643,0.196581601330653,0.41188630490956074,0.03619171488792684
task2,pattern_raw_cosine,ndcg@10,129,0.1540832918534003,0.12709052887204306,0.13281203916272988,0.17602885716846542,0.3364341085271318,0.020261788487970254,0.16172716131476966,0.3297157622739018,0.02720343279297986
task2,pattern_raw_cosine+pattern_tsfel,ndcg@10,129,0.18796888567089703,0.1328415730365355,0.1651655801254936,0.21033903291590833,0.4116279069767441,0.026488312777472107,0.19604599777303078,0.40310077519379844,0.03589991863970097
task2,pattern_raw_dtw,ndcg@10,129,0.15586564054349533,0.12811647057551392,0.1329205427163491,0.1779214995464502,0.3341085271317829,0.02051340067757495,0.1636867312267302,0.3322997416020672,0.027641957868912728
task2,pattern_tsfel,ndcg@10,129,0.1808831997393563,0.13269175172017433,0.1596605074653993,0.2034933773626887,0.4108527131782946,0.025108410188389097,0.1912441854231534,0.4015503875968992,0.03416114930783823
task2,random,ndcg@10,129,0.09694986697313965,0.07176396076005027,0.08476159848505306,0.10986453135196805,0.2627906976744186,0.011659983634993296,0.10677807870190924,0.2630490956072351,0.015531700990992652
task1,random,ndcg@15,129,0.10967804841112551,0.07061623235901371,0.09807355816456428,0.12134419500658802,0.25813953488372093,0.011415065623335786,0.10967804841112551,0.25684754521963826,0.01523249453372821
task1,raw_cosine,ndcg@15,129,0.17241150063129515,0.12430197072858083,0.1517685136048786,0.19451139162940176,0.351937984496124,0.021136738781652932,0.17241150063129515,0.3395348837209302,0.028250778536162858
task1,raw_dtw,ndcg@15,129,0.1751894993956159,0.1355708974808032,0.15223674630247588,0.19872891926690744,0.3666666666666667,0.023697955743488153,0.1751894993956159,0.3498708010335918,0.03091635813329303
task1,raw_dtw+tsfel,ndcg@15,129,0.1984015566000245,0.13652031762970568,0.17565025602371329,0.22240215918609554,0.42015503875968996,0.02727823901206969,0.1984015566000245,0.4134366925064599,0.03750103884777447
task1,tsfel,ndcg@15,129,0.196581601330653,0.13374088725532934,0.17390945567881758,0.2206497399692675,0.41550387596899224,0.0262703033203643,0.196581601330653,0.41188630490956074,0.03619171488792684
task2,pattern_raw_cosine,ndcg@15,129,0.16172716131476966,0.12091537254191606,0.14047859934900736,0.1828595298248607,0.3364341085271318,0.020261788487970254,0.16172716131476966,0.3297157622739018,0.02720343279297986
task2,pattern_raw_cosine+pattern_tsfel,ndcg@15,129,0.19604599777303078,0.12697442892855154,0.1745297317817965,0.21723449375842352,0.4116279069767441,0.026488312777472107,0.19604599777303078,0.40310077519379844,0.03589991863970097
task2,pattern_raw_dtw,ndcg@15,129,0.1636867312267302,0.12326052374317156,0.142432092881452,0.18556884702165893,0.3341085271317829,0.02051340067757495,0.1636867312267302,0.3322997416020672,0.027641957868912728
task2,pattern_tsfel,ndcg@15,129,0.1912441854231534,0.12124578988103821,0.1724315859932603,0.2115393343786739,0.4108527131782946,0.025108410188389097,0.1912441854231534,0.4015503875968992,0.03416114930783823
task2,random,ndcg@15,129,0.10677807870190924,0.06500846166385464,0.09590598261216098,0.11823798380023512,0.2627906976744186,0.011659983634993296,0.10677807870190924,0.2630490956072351,0.015531700990992652
