task,split,n_queries,n_queries_with_positive_qrels,qrels_rows,mean_positive_qrels_per_query,median_positive_qrels_per_query,min_positive_qrels_per_query,max_positive_qrels_per_query,mean_relevance,relevance_1_rows,relevance_2_rows,relevance_3_rows,relevance_4_rows
task1,test,151,151,38452,254.64900662251657,249.0,230,294,2.710990325600749,4175,9349,18342,6586
task2,test,151,151,37914,251.08609271523179,246.0,234,283,2.6563011024951204,3637,10830,18374,5073
task2_L12,test,151,151,37728,249.8543046357616,245.0,238,278,2.6774544105173876,3451,10406,18732,5139
task2_L36,test,151,151,37878,250.8476821192053,250.0,234,282,2.690321558688421,3601,9969,18867,5441
