comparison,approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
cosine,whole-series,raw_cosine,151,0.6298013245033112,0.0194427720055876,0.3215064254944999,0.6088300220750552,0.02706010898719398,0.31090098370940006
cosine,pattern,pattern_raw_cosine,151,0.613907284768212,0.019283312167091365,0.29322580039032337,0.5991169977924945,0.02702320128078745,0.2859926769048483
dtw,whole-series,raw_dtw,151,0.6403973509933774,0.019981492179270085,0.32268232027045185,0.6233995584988962,0.027922387832619047,0.31363505327040014
dtw,pattern,pattern_raw_dtw,151,0.6238410596026489,0.019776601608616568,0.3040311739508287,0.6176600441501103,0.02816878575148147,0.29698292716629443
tsfel,whole-series,tsfel,151,0.7397350993377484,0.025375780398493628,0.3944842569030779,0.7386313465783665,0.03726939910467183,0.3923332621658128
tsfel,pattern,pattern_tsfel,151,0.7324503311258278,0.025185865057854608,0.34728545801211175,0.7209713024282561,0.03639558771568113,0.34707476494337625
