approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,151,0.5278145695364238,0.014068681502421217,0.21752786360534887,0.5306843267108168,0.02011877160395591,0.2172180772342291
best_content_baseline,pattern_tsfel,151,0.7324503311258278,0.025185865057854608,0.34728545801211175,0.7209713024282561,0.03639558771568113,0.34707476494337625
