approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,285,0.28526315789473683,0.005983101757514365,0.09745143528633696,0.28046783625731,0.007975313831666777,0.10070641963112226
best_content_baseline,pattern_raw_cosine+pattern_tsfel,285,0.543859649122807,0.018148791524813843,0.22076919196352623,0.527485380116959,0.025315181457528254,0.22207503331491962
