comparison,approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
cosine,whole-series,raw_cosine,129,0.3449612403100775,0.01898330493500703,0.1513739544111849,0.33126614987080105,0.025498560244350155,0.15926184494322385
cosine,pattern,pattern_raw_cosine,129,0.32945736434108525,0.01844203418678955,0.1484690536752363,0.3426356589147287,0.02610809335164312,0.16144776530702232
dtw,whole-series,raw_dtw,129,0.3728682170542636,0.021658384869742024,0.16378809786051862,0.36227390180878555,0.028915718833880933,0.17121922647921997
dtw,pattern,pattern_raw_dtw,129,0.3441860465116279,0.02035770702359742,0.16386406404851175,0.33126614987080105,0.026999779840998175,0.16862088040039802
tsfel,whole-series,tsfel,129,0.4279069767441861,0.02757756632107115,0.20901550670632932,0.41343669250646,0.03703355145096779,0.2126676144140452
tsfel,pattern,pattern_tsfel,129,0.40077519379844956,0.024660001665151414,0.18150366058548545,0.4041343669250646,0.034712883587065715,0.19830015118357738
