task,system,metric,n_queries,mean,std,ci95_low,ci95_high,mean_p@10,mean_ap@10,mean_ndcg@15,mean_p@15,mean_ap@15
task1,random,ndcg@10,129,0.10705262422392448,0.07448046622366797,0.09532644514222022,0.12078028610817744,0.26821705426356585,0.01212494662175334,0.11634191184900156,0.2770025839793282,0.016470911472302386
task1,raw_cosine,ndcg@10,129,0.1513739544111849,0.1280097329579649,0.1301357622505346,0.1750454650824301,0.3449612403100775,0.01898330493500703,0.15926184494322385,0.33126614987080105,0.025498560244350155
task1,raw_dtw,ndcg@10,129,0.16378809786051862,0.13131082604743885,0.14187741487136127,0.18866542748566623,0.3728682170542636,0.021658384869742024,0.17121922647921997,0.36227390180878555,0.028915718833880933
task1,raw_dtw+tsfel,ndcg@10,129,0.2040150768640998,0.14606904188001452,0.17858920443536244,0.22897941199794147,0.4217054263565892,0.027078594748979348,0.2055803914696767,0.40671834625323,0.03625475782436938
task1,tsfel,ndcg@10,129,0.20901550670632932,0.14423763336956036,0.18469052997480137,0.23535740420347354,0.4279069767441861,0.02757756632107115,0.2126676144140452,0.41343669250646,0.03703355145096779
task2,pattern_raw_cosine,ndcg@10,129,0.1484690536752363,0.11636902486681079,0.12975551293297774,0.16993156762320832,0.32945736434108525,0.01844203418678955,0.16144776530702232,0.3426356589147287,0.02610809335164312
task2,pattern_raw_cosine+pattern_tsfel,ndcg@10,129,0.18476680826286518,0.1454085202480566,0.16037725420252624,0.20968031860634442,0.3945736434108527,0.023971805980438788,0.1938737952495833,0.3875968992248062,0.03262174648338681
task2,pattern_raw_dtw,ndcg@10,129,0.16386406404851175,0.12777860285325066,0.14206236557121296,0.18677022408966362,0.3441860465116279,0.02035770702359742,0.16862088040039802,0.33126614987080105,0.026999779840998175
task2,pattern_tsfel,ndcg@10,129,0.18150366058548545,0.14156361817413135,0.15668377352847113,0.2059581350364684,0.40077519379844956,0.024660001665151414,0.19830015118357738,0.4041343669250646,0.034712883587065715
task2,random,ndcg@10,129,0.10066940356823159,0.06828713594425996,0.08964828256992674,0.11299023499305619,0.2720930232558139,0.01173992097931016,0.11538750138048795,0.2770025839793282,0.016169515716245027
task1,random,ndcg@15,129,0.11634191184900156,0.06367566926480293,0.10623015893147361,0.12841470960534204,0.26821705426356585,0.01212494662175334,0.11634191184900156,0.2770025839793282,0.016470911472302386
task1,raw_cosine,ndcg@15,129,0.15926184494322385,0.12288938139171719,0.13915319448906016,0.1811414789705771,0.3449612403100775,0.01898330493500703,0.15926184494322385,0.33126614987080105,0.025498560244350155
task1,raw_dtw,ndcg@15,129,0.17121922647921997,0.123331678924525,0.15049917672144497,0.19374159107429653,0.3728682170542636,0.021658384869742024,0.17121922647921997,0.36227390180878555,0.028915718833880933
task1,raw_dtw+tsfel,ndcg@15,129,0.2055803914696767,0.13411918441184154,0.1823611816699858,0.2278873003739199,0.4217054263565892,0.027078594748979348,0.2055803914696767,0.40671834625323,0.03625475782436938
task1,tsfel,ndcg@15,129,0.2126676144140452,0.12948144450655,0.190570836917387,0.2365027869215354,0.4279069767441861,0.02757756632107115,0.2126676144140452,0.41343669250646,0.03703355145096779
task2,pattern_raw_cosine,ndcg@15,129,0.16144776530702232,0.11476908013527912,0.14314727331470298,0.18263052095157487,0.32945736434108525,0.01844203418678955,0.16144776530702232,0.3426356589147287,0.02610809335164312
task2,pattern_raw_cosine+pattern_tsfel,ndcg@15,129,0.1938737952495833,0.13770659579647077,0.17063652667967674,0.2171462798032786,0.3945736434108527,0.023971805980438788,0.1938737952495833,0.3875968992248062,0.03262174648338681
task2,pattern_raw_dtw,ndcg@15,129,0.16862088040039802,0.12019643620631719,0.14755499002673936,0.1904661997766786,0.3441860465116279,0.02035770702359742,0.16862088040039802,0.33126614987080105,0.026999779840998175
task2,pattern_tsfel,ndcg@15,129,0.19830015118357738,0.13781258147438463,0.17441209004746439,0.22182714362901712,0.40077519379844956,0.024660001665151414,0.19830015118357738,0.4041343669250646,0.034712883587065715
task2,random,ndcg@15,129,0.11538750138048795,0.06347276828639677,0.10522963202501516,0.12673422407581336,0.2720930232558139,0.01173992097931016,0.11538750138048795,0.2770025839793282,0.016169515716245027
