approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,129,0.2720930232558139,0.01173992097931016,0.10066940356823159,0.2770025839793282,0.016169515716245027,0.11538750138048795
best_content_baseline,pattern_raw_cosine+pattern_tsfel,129,0.3945736434108527,0.023971805980438788,0.18476680826286518,0.3875968992248062,0.03262174648338681,0.1938737952495833
