object_id,mean_mae,disagreement,best_gap,best_model,best_model_index,error_bin,disagreement_bin,error_regime,disagreement_regime
Y100::pattern0::L36,178.92141960241045,51.788995161203154,13.5264638449097,XGB,3,0,0,bin_0,bin_0
Y101::pattern0::L36,313.9016083277137,41.82896181892291,61.875416577537635,LGBM,2,1,0,bin_1,bin_0
Y102::pattern0::L36,312.5972308553277,131.96451021720685,186.72428108732652,XGB,3,1,1,bin_1,bin_1
Y103::pattern0::L36,283.9796523629266,68.72828039417742,41.51820138809046,XGB,3,1,0,bin_1,bin_0
Y104::pattern0::L36,232.8796189483391,55.825132589352656,11.839471887106583,XGB,3,0,0,bin_0,bin_0
Y105::pattern0::L36,392.51121672577165,184.68928269576577,191.4923766687116,AutoARIMA,1,1,2,bin_1,bin_2
Y106::pattern0::L36,331.4826691329906,135.87336061719466,79.9052734375,AutoARIMA,1,1,2,bin_1,bin_2
Y107::pattern0::L36,294.3943423665582,118.28378036797658,50.0313720703125,AutoETS,0,1,1,bin_1,bin_1
Y108::pattern0::L36,2488.463443365285,18.59853487653022,14.992455333505859,LGBM,2,3,0,bin_3,bin_0
Y109::pattern0::L36,1845.3539505615904,1143.0238371254018,60.691910090592955,LGBM,2,3,3,bin_3,bin_3
Y10::pattern0::L36,3572.267051580776,3188.5878630821758,58.01211899428017,LGBM,2,3,3,bin_3,bin_3
Y110::pattern0::L36,493.02101015228294,106.93581005656603,7.21448059622594,LGBM,2,2,1,bin_2,bin_1
Y111::pattern0::L36,2606.401735549978,322.2956784880859,120.70202961929408,LGBM,2,3,3,bin_3,bin_3
Y112::pattern0::L36,600.652831725974,134.53365974717715,158.5565185546875,AutoETS,0,2,1,bin_2,bin_1
Y113::pattern0::L36,4542.9786947267285,1463.5649166404332,235.11858401293466,XGB,3,3,3,bin_3,bin_3
Y114::pattern0::L36,1530.5937548310235,92.17494050506573,5.5944205475607305,LGBM,2,3,1,bin_3,bin_1
Y115::pattern0::L36,390.0355243186902,220.07313812218013,40.6387939453125,AutoETS,0,1,2,bin_1,bin_2
Y116::pattern0::L36,373.7596486170227,117.989829065306,15.22837873186404,AutoARIMA,1,1,1,bin_1,bin_1
Y117::pattern0::L36,2158.410567104522,207.40869638045288,7.281446704681002,LGBM,2,3,2,bin_3,bin_2
Y118::pattern0::L36,1462.1585750240752,151.03452166526293,30.617029423790882,LGBM,2,3,2,bin_3,bin_2
Y119::pattern0::L36,688.0242316627005,198.9457163369116,139.04516476004483,AutoARIMA,1,2,2,bin_2,bin_2
Y11::pattern0::L36,196.13800832284494,190.9675170435494,42.41992611152227,LGBM,2,0,2,bin_0,bin_2
