task,system,metric,n_queries,mean,std,ci95_low,ci95_high,mean_p@10,mean_ap@10,mean_ndcg@15,mean_p@15,mean_ap@15
task1,random,ndcg@10,285,0.10645477628840952,0.07670041619906533,0.09787438515716192,0.115281082761174,0.2943859649122807,0.006062576037459134,0.10777156467631187,0.2830409356725146,0.007869081681744548
task1,raw_cosine,ndcg@10,285,0.18237701848137033,0.1511307196803175,0.1648982304819292,0.20023788969156067,0.39754385964912287,0.011468010360066285,0.1782585940421082,0.384093567251462,0.015244125679930436
task1,raw_dtw,ndcg@10,285,0.18792897781312634,0.15076163948798152,0.1699654042704608,0.20486211350487088,0.42105263157894735,0.011708304188085706,0.18262085134987036,0.4028070175438596,0.015566749893438625
task1,raw_dtw+tsfel,ndcg@10,285,0.24591501943520733,0.1566469864641268,0.2280108269614063,0.26462315509509626,0.5480701754385965,0.01733850863060922,0.24314491714712563,0.5323976608187135,0.024239088641375348
task1,tsfel,ndcg@10,285,0.24591501943520733,0.1566469864641268,0.22844035605972554,0.2646106619544664,0.5480701754385965,0.01733850863060922,0.24314491714712563,0.5323976608187135,0.024239088641375348
task2,pattern_raw_cosine,ndcg@10,285,0.1706297613216631,0.14648141444063814,0.15337273838759724,0.18843579877834105,0.4154385964912281,0.012202510595171365,0.16730145707774363,0.40023391812865494,0.0168023667017767
task2,pattern_raw_cosine+pattern_tsfel,ndcg@10,285,0.22076919196352623,0.1528281599779285,0.20325193748752507,0.23860855545291912,0.543859649122807,0.018148791524813843,0.22207503331491962,0.527485380116959,0.025315181457528254
task2,pattern_raw_dtw,ndcg@10,285,0.16522273601780252,0.14026614197038875,0.14978938595373745,0.1814903062526507,0.40842105263157896,0.011787630098070302,0.1654521381116143,0.4025730994152047,0.016394350663039202
task2,pattern_tsfel,ndcg@10,285,0.2177363719032746,0.14796527155424763,0.2008698402587514,0.2341732912171549,0.5431578947368422,0.017766761577781814,0.2203387803740301,0.5335672514619882,0.025132109605960552
task2,random,ndcg@10,285,0.09745143528633696,0.06839258270377756,0.08971583640897607,0.105344001653741,0.28526315789473683,0.005983101757514365,0.10070641963112226,0.28046783625731,0.007975313831666777
task1,random,ndcg@15,285,0.10777156467631187,0.06224804664792812,0.10083804849823412,0.1148993293038425,0.2943859649122807,0.006062576037459134,0.10777156467631187,0.2830409356725146,0.007869081681744548
task1,raw_cosine,ndcg@15,285,0.1782585940421082,0.132924505473437,0.16297477704762678,0.19362462378492165,0.39754385964912287,0.011468010360066285,0.1782585940421082,0.384093567251462,0.015244125679930436
task1,raw_dtw,ndcg@15,285,0.18262085134987036,0.12780843346730159,0.16741460238381947,0.1972835519867064,0.42105263157894735,0.011708304188085706,0.18262085134987036,0.4028070175438596,0.015566749893438625
task1,raw_dtw+tsfel,ndcg@15,285,0.24314491714712563,0.14386792739694834,0.22670861303987871,0.2603786854831646,0.5480701754385965,0.01733850863060922,0.24314491714712563,0.5323976608187135,0.024239088641375348
task1,tsfel,ndcg@15,285,0.24314491714712563,0.14386792739694834,0.22679001509527136,0.2603865879077581,0.5480701754385965,0.01733850863060922,0.24314491714712563,0.5323976608187135,0.024239088641375348
task2,pattern_raw_cosine,ndcg@15,285,0.16730145707774363,0.13599707530594846,0.15178470983130551,0.18381856209724784,0.4154385964912281,0.012202510595171365,0.16730145707774363,0.40023391812865494,0.0168023667017767
task2,pattern_raw_cosine+pattern_tsfel,ndcg@15,285,0.22207503331491962,0.1441618971880292,0.20510266494531243,0.23860168259970663,0.543859649122807,0.018148791524813843,0.22207503331491962,0.527485380116959,0.025315181457528254
task2,pattern_raw_dtw,ndcg@15,285,0.1654521381116143,0.12745382109218836,0.1511943240552538,0.1799374229880719,0.40842105263157896,0.011787630098070302,0.1654521381116143,0.4025730994152047,0.016394350663039202
task2,pattern_tsfel,ndcg@15,285,0.2203387803740301,0.1417368395415833,0.20405583895864138,0.23632967592476375,0.5431578947368422,0.017766761577781814,0.2203387803740301,0.5335672514619882,0.025132109605960552
task2,random,ndcg@15,285,0.10070641963112226,0.0594610985139728,0.09382246102646226,0.10776094337948312,0.28526315789473683,0.005983101757514365,0.10070641963112226,0.28046783625731,0.007975313831666777
