comparison,approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
cosine,whole-series,raw_cosine,151,0.4344370860927152,0.017136559026122152,0.2085526869704413,0.42339955849889627,0.023366957641065212,0.20552885728947135
cosine,pattern,pattern_raw_cosine,151,0.4423841059602648,0.018605284105950727,0.20744313927110267,0.42693156732891835,0.025051828026728073,0.20370191037597432
dtw,whole-series,raw_dtw,151,0.44834437086092715,0.018168438020718304,0.21581047596528902,0.4335540838852097,0.024518533127668184,0.21388620562287314
dtw,pattern,pattern_raw_dtw,151,0.45827814569536424,0.01934673632667818,0.21819311097812452,0.44856512141280364,0.026592681819406515,0.217654196636502
tsfel,whole-series,tsfel,151,0.5496688741721855,0.024684724513893253,0.2665347109360115,0.5509933774834437,0.035640240174650284,0.2670498201024508
tsfel,pattern,pattern_tsfel,151,0.5741721854304636,0.026694557486519464,0.26303410380307396,0.5584988962472407,0.03777481255672504,0.26373470673303695
