task,system,metric,n_queries,mean,std,ci95_low,ci95_high,mean_p@10,mean_ap@10,mean_ndcg@15,mean_p@15,mean_ap@15
task1,random,ndcg@10,285,0.1497299886771659,0.09340007473722153,0.13809555280175956,0.1606153345592151,0.38421052631578945,0.006566346184445425,0.1502833116898635,0.3775438596491228,0.008985350026765484
task1,raw_cosine,ndcg@10,285,0.23002065051400494,0.16643117203899838,0.2104259306551146,0.24940798161202252,0.4971929824561404,0.011732724259207822,0.2197252022807594,0.47298245614035084,0.01587526697440393
task1,raw_dtw,ndcg@10,285,0.23731047982418685,0.16220410000895835,0.21870180771894546,0.25566629562354787,0.5164912280701754,0.011949384817491627,0.22945465425123485,0.49099415204678365,0.016165609565627154
task1,raw_dtw+tsfel,ndcg@10,285,0.2892087562596798,0.16949644557937452,0.26996152202296353,0.3087014175152677,0.6192982456140351,0.01542039315782704,0.28362811608374194,0.6016374269005847,0.02163264171519652
task1,tsfel,ndcg@10,285,0.291915180934758,0.1704783680724385,0.2719963595891901,0.31086784900065584,0.6210526315789474,0.015516771813014396,0.28723086379838514,0.6035087719298246,0.021862822780917033
task2,pattern_raw_cosine,ndcg@10,285,0.22414852076039857,0.17100974566720037,0.20493155213535036,0.2446744466885525,0.507719298245614,0.012061059549331642,0.2211938097458124,0.5029239766081871,0.017084795472121005
task2,pattern_raw_cosine+pattern_tsfel,ndcg@10,285,0.27412666964321303,0.17653545087527175,0.2546466051143534,0.29375939634175713,0.6038596491228071,0.015298837094498004,0.2717204513906776,0.5997660818713451,0.022042846006694677
task2,pattern_raw_dtw,ndcg@10,285,0.22432731378399726,0.1649005270970062,0.20514678216797208,0.24376341977827706,0.5129824561403509,0.012134691825692023,0.2224566600510136,0.504093567251462,0.01704311908380857
task2,pattern_tsfel,ndcg@10,285,0.2757482186498708,0.17106211760066117,0.2552115391301578,0.29592551501449377,0.6147368421052631,0.015640184135208575,0.2751213821995215,0.6107602339181286,0.022585499128172894
task2,random,ndcg@10,285,0.14335655379041906,0.08783262508354571,0.1334881147311521,0.1537209129528413,0.3642105263157895,0.006129645127973345,0.14416110874564453,0.36678362573099416,0.008539451818367622
task1,random,ndcg@15,285,0.1502833116898635,0.079129329494629,0.14068304849974914,0.15982846204626686,0.38421052631578945,0.006566346184445425,0.1502833116898635,0.3775438596491228,0.008985350026765484
task1,raw_cosine,ndcg@15,285,0.2197252022807594,0.14727276457826213,0.20201038814628913,0.23676283564792114,0.4971929824561404,0.011732724259207822,0.2197252022807594,0.47298245614035084,0.01587526697440393
task1,raw_dtw,ndcg@15,285,0.22945465425123485,0.14280356838418323,0.21321750252152075,0.2454755817024719,0.5164912280701754,0.011949384817491627,0.22945465425123485,0.49099415204678365,0.016165609565627154
task1,raw_dtw+tsfel,ndcg@15,285,0.28362811608374194,0.15591635029646617,0.26560921899146867,0.30187566451503345,0.6192982456140351,0.01542039315782704,0.28362811608374194,0.6016374269005847,0.02163264171519652
task1,tsfel,ndcg@15,285,0.28723086379838514,0.15515413856874397,0.26899457310245656,0.3046366915182638,0.6210526315789474,0.015516771813014396,0.28723086379838514,0.6035087719298246,0.021862822780917033
task2,pattern_raw_cosine,ndcg@15,285,0.2211938097458124,0.1572127542829494,0.2035126608992169,0.2402064329880031,0.507719298245614,0.012061059549331642,0.2211938097458124,0.5029239766081871,0.017084795472121005
task2,pattern_raw_cosine+pattern_tsfel,ndcg@15,285,0.2717204513906776,0.16686981569940365,0.25296683434177475,0.29003091381301715,0.6038596491228071,0.015298837094498004,0.2717204513906776,0.5997660818713451,0.022042846006694677
task2,pattern_raw_dtw,ndcg@15,285,0.2224566600510136,0.15263917392323365,0.20522466364865682,0.24047893094169587,0.5129824561403509,0.012134691825692023,0.2224566600510136,0.504093567251462,0.01704311908380857
task2,pattern_tsfel,ndcg@15,285,0.2751213821995215,0.15826508777705514,0.25647098016337205,0.2939819203481778,0.6147368421052631,0.015640184135208575,0.2751213821995215,0.6107602339181286,0.022585499128172894
task2,random,ndcg@15,285,0.14416110874564453,0.07237143957606647,0.13579243196479215,0.15258508775113827,0.3642105263157895,0.006129645127973345,0.14416110874564453,0.36678362573099416,0.008539451818367622
