approach,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
random,random,285,0.3642105263157895,0.006129645127973345,0.14335655379041906,0.36678362573099416,0.008539451818367622,0.14416110874564453
best_content_baseline,pattern_tsfel,285,0.6147368421052631,0.015640184135208575,0.2757482186498708,0.6107602339181286,0.022585499128172894,0.2751213821995215
