object_id,mean_mae,disagreement,best_gap,best_model,best_model_index,error_bin,disagreement_bin,error_regime,disagreement_regime
M1000::pattern0::L24,36.912397515151646,12.340580859419203,11.416048177083212,AutoARIMA,1,0,0,low,low
M1001::pattern0::L24,139.47784917001528,91.15939256774779,47.29931640625,AutoARIMA,1,0,1,low,medium
M1002::pattern0::L24,53.236978648722555,23.514200792918064,0.6761067708333357,AutoETS,0,0,0,low,low
M1003::pattern0::L24,60.960169410864324,21.49197135560999,37.890201822916424,AutoARIMA,1,0,0,low,low
M1004::pattern0::L24,189.26272900862105,51.26601432617092,0.0037434895833428072,AutoARIMA,1,0,1,low,medium
M1005::pattern0::L24,47.079499035722165,15.495452625219393,4.019493538721989,XGB,3,0,0,low,low
M1006::pattern0::L24,121.93936451749732,94.03988834601556,23.11416015624976,AutoARIMA,1,0,1,low,medium
M1007::pattern0::L24,77.89145730601717,34.100655176437236,19.91341145833333,AutoARIMA,1,0,0,low,low
M1008::pattern0::L24,340.9293080469928,239.9583105115255,56.92268880208333,AutoETS,0,1,2,medium,high
M1009::pattern0::L24,278.48220845179736,140.39859497761353,0.00048828125,AutoETS,0,1,2,medium,high
M100::pattern0::L24,703.4625230485224,158.36412363724392,119.06981875658948,AutoARIMA,1,2,2,high,high
M1010::pattern0::L24,231.71052610969681,75.05269316993103,5.931433865869934,XGB,3,1,1,medium,medium
M1011::pattern0::L24,492.0471313637815,98.7840065794179,15.29835618429206,XGB,3,1,1,medium,medium
M1012::pattern0::L24,200.6139486051802,18.883378906335675,9.444824068862232,LGBM,2,0,0,low,low
M1013::pattern0::L24,171.3983326442244,41.53264641396343,17.271809895833343,AutoARIMA,1,0,1,low,medium
M1014::pattern0::L24,329.6059438511557,112.35394957957946,67.73502604166666,XGB,3,1,2,medium,high
M1015::pattern0::L24,572.6165730229293,191.79924392566363,8.752115885416686,AutoARIMA,1,2,2,high,high
M1016::pattern0::L24,577.9233496055223,31.088074568388954,14.1123046875,AutoARIMA,1,2,0,high,low
M1017::pattern0::L24,477.53186948578303,182.50194386057953,0.3494100777009521,LGBM,2,1,2,medium,high
M1018::pattern0::L24,368.2315940316666,66.5334824719783,34.865397135416686,AutoARIMA,1,1,1,medium,medium
M1019::pattern0::L24,277.05727067233306,3.3062900797685857,1.2576497395833144,AutoARIMA,1,1,0,medium,low
M101::pattern0::L24,189.45519172083618,36.36661989903254,0.744140625,AutoARIMA,1,0,0,low,low
M1020::pattern0::L24,63.05329447967014,5.45740119625573,6.6106339302778,LGBM,2,0,0,low,low
M1021::pattern0::L24,681.0866141157361,220.0731314963113,43.763513754610926,XGB,3,2,2,high,high
M1022::pattern0::L24,1542.9953640322453,5.9785110492616695,10.116861979166742,AutoARIMA,1,2,0,high,low
M1023::pattern0::L24,83.75001492219373,6.920265776849083,2.9339192708333286,AutoARIMA,1,0,0,low,low
M1024::pattern0::L24,112.21342640521502,21.208238524684177,15.6474609375,AutoETS,0,0,0,low,low
M1025::pattern0::L24,212.17720295900602,94.30601804731013,25.495442708333343,AutoARIMA,1,0,1,low,medium
M1026::pattern0::L24,158.0219876209963,40.6096701619026,26.792908891014733,LGBM,2,0,1,low,medium
M1027::pattern0::L24,86.66324309456664,26.892089121470555,33.109212239583336,AutoARIMA,1,0,0,low,low
M1028::pattern0::L24,329.63429730323895,96.10997557811035,19.99858552662775,LGBM,2,1,1,medium,medium
M1029::pattern0::L24,571.5123533266574,52.6449095098748,0.5516919524628747,XGB,3,2,1,high,medium
M102::pattern0::L24,235.1069147613044,35.224633438769814,1.5774739583333428,AutoETS,0,1,0,medium,low
M1030::pattern0::L24,137.6559132076668,15.713999940410302,9.422245606832803,LGBM,2,0,0,low,low
M1031::pattern0::L24,154.53397362008553,110.29306945094147,7.4043189595092045,XGB,3,0,2,low,high
M1032::pattern0::L24,156.16926728990538,80.1196430634374,37.68292853462147,XGB,3,0,1,low,medium
M1033::pattern0::L24,216.6216781856736,42.282833938424695,13.840456232276978,XGB,3,0,1,low,medium
M1034::pattern0::L24,315.5984258205808,25.53174379535919,4.0665364583334735,AutoARIMA,1,1,0,medium,low
M1035::pattern0::L24,899.1182062090469,87.25671700681909,3.4962565104166288,AutoARIMA,1,2,1,high,medium
M1036::pattern0::L24,129.09419160528788,83.89078224100797,14.06420131698512,XGB,3,0,1,low,medium
M1037::pattern0::L24,161.97732798396487,8.296662188169295,2.662795008776527,AutoARIMA,1,0,0,low,low
M1038::pattern0::L24,529.1068489587971,90.70321344844216,3.1814778645833144,AutoARIMA,1,2,1,high,medium
M1039::pattern0::L24,213.03080509589375,136.7195157691132,13.9453125,AutoARIMA,1,0,2,low,high
M103::pattern0::L24,666.1973465903271,35.867007401689044,1.0750325520832575,AutoARIMA,1,2,0,high,low
M1040::pattern0::L24,195.84749857015018,142.6307311620052,19.268489583333576,AutoARIMA,1,0,2,low,high
M1041::pattern0::L24,57.27693876268412,14.096001188000223,3.062898279902889,XGB,3,0,0,low,low
M1042::pattern0::L24,155.59142921048047,52.41394466047895,3.0875651041666714,AutoETS,0,0,1,low,medium
M1043::pattern0::L24,716.4589534890347,63.95136016819211,20.752239429278006,LGBM,2,2,1,high,medium
M1044::pattern0::L24,343.6670547697108,179.75706573911026,125.694091796875,AutoARIMA,1,1,2,medium,high
M1045::pattern0::L24,133.60428235915347,39.568734961017874,0.0003255208333285964,AutoARIMA,1,0,1,low,medium
M1046::pattern0::L24,53.148224533535235,22.554445410503572,26.54514422789119,XGB,3,0,0,low,low
M1047::pattern0::L24,126.29764508226526,51.21384242971165,86.40219310843895,LGBM,2,0,1,low,medium
M1048::pattern0::L24,487.78302486590576,76.01064895055607,77.60107110929368,LGBM,2,1,1,medium,medium
M1049::pattern0::L24,228.0345696322321,57.0620170772942,17.309895833333343,AutoARIMA,1,1,1,medium,medium
M104::pattern0::L24,497.67607635763056,184.08773229841566,1.2278645833333144,AutoARIMA,1,1,2,medium,high
M1050::pattern0::L24,430.81422724120466,129.68703516783785,6.730631510416686,AutoARIMA,1,1,2,medium,high
M1051::pattern0::L24,783.1228075586246,447.04430993214976,0.022216796875,AutoETS,0,2,2,high,high
M1052::pattern0::L24,159.6343115591434,10.250962991472072,21.257949361573708,XGB,3,0,0,low,low
M1053::pattern0::L24,514.0440230750366,83.1768089382311,127.97745768229169,AutoARIMA,1,2,1,high,medium
M1054::pattern0::L24,318.49582670033175,36.21774035535565,0.9052734375,AutoETS,0,1,0,medium,low
M1055::pattern0::L24,148.84125660976017,72.278028228873,2.178059895833343,AutoETS,0,0,1,low,medium
M1056::pattern0::L24,2316.6698115357954,240.72177969370736,41.81681124734814,XGB,3,2,2,high,high
M1057::pattern0::L24,1032.0209581018448,180.0498402094286,95.54874674479163,AutoARIMA,1,2,2,high,high
M1058::pattern0::L24,317.96583686765996,239.19662850532424,0.043009440104171404,AutoARIMA,1,1,2,medium,high
M1059::pattern0::L24,558.584226631547,19.831229557227083,40.195320036311614,LGBM,2,2,0,high,low
M105::pattern0::L24,327.0487950788132,2.304518572961879,0.029835960788943794,LGBM,2,1,0,medium,low
M1060::pattern0::L24,72.08915165459985,23.518818005861053,21.057861328125,AutoARIMA,1,0,0,low,low
M1061::pattern0::L24,62.41257490642674,8.67456306749289,15.107412255915278,XGB,3,0,0,low,low
M1062::pattern0::L24,178.6590879924343,20.556240764571875,27.869303385416657,AutoETS,0,0,0,low,low
M1063::pattern0::L24,235.09697642806697,146.3762978022329,9.817708333333329,AutoETS,0,1,2,medium,high
M1064::pattern0::L24,185.4028090858482,25.25270965529669,36.07096354166666,AutoETS,0,0,0,low,low
M1065::pattern0::L24,300.19669668431925,33.51730693204914,14.292646112276998,XGB,3,1,0,medium,low
M1066::pattern0::L24,148.80626518406757,32.14931174892222,19.17330292377028,XGB,3,0,0,low,low
M1067::pattern0::L24,183.41326520791358,22.967075003613907,13.63352958165433,AutoARIMA,1,0,0,low,low
M1068::pattern0::L24,218.41845789170694,19.994787765746363,33.2177734375,AutoETS,0,1,0,medium,low
M1069::pattern0::L24,288.7660504517731,48.50052027797103,18.281013036657583,LGBM,2,1,1,medium,medium
M106::pattern0::L24,534.1243570544411,52.936308555863924,6.925325353181222,XGB,3,2,1,high,medium
M1070::pattern0::L24,290.5074959754773,43.45755487578044,4.299153645833314,AutoARIMA,1,1,1,medium,medium
M1071::pattern0::L24,567.6150213889791,39.42213160560573,40.6357421875,AutoARIMA,1,2,1,high,medium
M1072::pattern0::L24,581.6135872699625,282.06620898956,347.57552083333337,AutoARIMA,1,2,2,high,high
M1073::pattern0::L24,185.01158857748487,111.9207233023256,0.0048828125,AutoARIMA,1,0,2,low,high
M1074::pattern0::L24,122.70712324916326,27.721091301004837,59.19299137834696,LGBM,2,0,0,low,low
M1075::pattern0::L24,569.7121484441666,23.473772033936665,14.561647162083318,XGB,3,2,0,high,low
M1076::pattern0::L24,313.37820718424837,65.88141102308312,5.901204427083314,AutoETS,0,1,1,medium,medium
M1077::pattern0::L24,420.03132404622755,140.91334086247687,107.93665686199347,AutoETS,0,1,2,medium,high
M1078::pattern0::L24,3747.910442053437,71.167407304643,118.66691469812304,AutoETS,0,2,1,high,medium
M1079::pattern0::L24,2829.553869984867,591.7287466667655,47.53169759114553,AutoARIMA,1,2,2,high,high
M107::pattern0::L24,660.104128228829,192.45875261305636,58.36980067573285,XGB,3,2,2,high,high
M1080::pattern0::L24,325.1467245421608,60.57156518218704,9.483382543643245,XGB,3,1,1,medium,medium
M1081::pattern0::L24,115.97117876299497,50.21881490720829,9.348032343853447,LGBM,2,0,1,low,medium
M1082::pattern0::L24,117.70906316995547,7.190331720794861,0.3434244791666572,AutoARIMA,1,0,0,low,low
M1083::pattern0::L24,370.6895720373099,36.10304079471105,52.3515625,AutoARIMA,1,1,0,medium,low
M1084::pattern0::L24,121.19121086938677,87.04654262880196,26.401367187499996,AutoETS,0,0,1,low,medium
M1085::pattern0::L24,148.4170061411161,96.88907780388674,7.097981770833336,AutoARIMA,1,0,1,low,medium
M1086::pattern0::L24,26.754585001146022,14.421659013343739,2.904541015625,XGB,3,0,0,low,low
M1087::pattern0::L24,60.995977275333196,12.840909721530346,21.89190470075058,LGBM,2,0,0,low,low
M1088::pattern0::L24,83.59032903234686,71.55253933430922,4.072998046875,AutoARIMA,1,0,1,low,medium
M1089::pattern0::L24,180.8054640570902,147.69695342335726,7.918131510416664,AutoETS,0,0,2,low,high
M108::pattern0::L24,952.9800110458146,175.96631742582508,7.891804775075229,LGBM,2,2,2,high,high
M1090::pattern0::L24,3179.092132528783,888.1358850064963,290.87202978070036,LGBM,2,2,2,high,high
M1091::pattern0::L24,1177.2763700007056,228.63074175847447,194.2294921874999,AutoARIMA,1,2,2,high,high
M1092::pattern0::L24,1371.020919039327,681.9834146618201,26.828450520833258,AutoETS,0,2,2,high,high
M1093::pattern0::L24,95.70519958660802,78.32791602227812,1.5501302083333321,AutoETS,0,0,1,low,medium
M1094::pattern0::L24,384.41347824669054,49.58820540132783,12.925397361762236,XGB,3,1,1,medium,medium
M1095::pattern0::L24,397.905760379227,153.50042157458097,38.49153110024116,XGB,3,1,2,medium,high
M1096::pattern0::L24,205.7821569152167,98.41777213221177,41.61844265163322,LGBM,2,0,1,low,medium
M1097::pattern0::L24,672.0181796318578,158.93731749411722,4.790074441318154,LGBM,2,2,2,high,high
M1098::pattern0::L24,1005.2487470363094,19.11005761000856,25.904656113987244,XGB,3,2,0,high,low
M1099::pattern0::L24,174.04494485672916,18.521850365688906,20.019205729166657,AutoETS,0,0,0,low,low
M109::pattern0::L24,891.20343851648,17.97882714399375,16.214307451336595,XGB,3,2,0,high,low
M10::pattern0::L24,2637.308748177188,1086.0050506510897,20.74034908812314,LGBM,2,2,2,high,high
M1100::pattern0::L24,45.454924563783074,27.299788063427012,2.0869508592989696,XGB,3,0,0,low,low
M1101::pattern0::L24,394.270237393218,62.51336331561445,76.63704427083331,AutoARIMA,1,1,1,medium,medium
M1102::pattern0::L24,226.80844263603132,109.96890378101038,14.354538773292006,AutoARIMA,1,1,2,medium,high
M1103::pattern0::L24,582.1977693268777,209.80478355088,70.25628597373878,LGBM,2,2,2,high,high
M1104::pattern0::L24,202.30884183368758,23.367047507193803,37.179361979166686,AutoARIMA,1,0,0,low,low
M1105::pattern0::L24,4338.867685845238,1217.2071624729908,1743.3245040148822,LGBM,2,2,2,high,high
M1106::pattern0::L24,357.67780135675963,59.27214520696262,45.315372093705264,AutoARIMA,1,1,1,medium,medium
M1107::pattern0::L24,358.2212409856041,69.19901195017958,14.783365885416686,AutoETS,0,1,1,medium,medium
M1108::pattern0::L24,442.1848433152303,108.9656191295829,0.02978515625,AutoARIMA,1,1,2,medium,high
M1109::pattern0::L24,252.27822423131184,36.944510502966104,11.67649109558593,LGBM,2,1,0,medium,low
M110::pattern0::L24,695.717440674283,41.288279679753174,8.986194334118181,LGBM,2,2,1,high,medium
M1110::pattern0::L24,163.383554412843,20.525377476444504,0.03633353678864637,AutoARIMA,1,0,0,low,low
M1111::pattern0::L24,200.09231492637906,22.452061973913704,25.85791015625,AutoARIMA,1,0,0,low,low
M1112::pattern0::L24,147.952971126055,34.61729227794784,12.058466535469961,XGB,3,0,0,low,low
M1113::pattern0::L24,93.69425466825071,20.75536931882086,5.257975260416671,XGB,3,0,0,low,low
M1114::pattern0::L24,1026.7980012914977,612.260848244454,10.21484375,AutoARIMA,1,2,2,high,high
M1115::pattern0::L24,156.41483812849992,99.78513389650215,0.4671223958333286,AutoARIMA,1,0,1,low,medium
M1116::pattern0::L24,98.96774931077744,84.49461312092014,6.023535156249638,AutoETS,0,0,1,low,medium
M1117::pattern0::L24,303.31361042367223,146.77708338159812,45.12955729166666,AutoETS,0,1,2,medium,high
M1118::pattern0::L24,280.7770176659752,359.7772832077275,3.824544270833332,AutoARIMA,1,1,2,medium,high
M1119::pattern0::L24,66.89505877731669,40.20692781182935,5.6230468750000036,XGB,3,0,1,low,medium
M111::pattern0::L24,659.0625943783513,294.6385627123631,138.19162100298854,AutoETS,0,2,2,high,high
M1120::pattern0::L24,1259.55040523906,110.81943856516547,0.0911036531344962,LGBM,2,2,2,high,high
M1121::pattern0::L24,159.7253315567446,16.779353553285073,0.0017903645833428072,AutoETS,0,0,0,low,low
M1122::pattern0::L24,175.24387733185353,73.989183723101,93.34115234374985,AutoETS,0,0,1,low,medium
M1123::pattern0::L24,153.2412073567182,68.6375254354222,49.763509114583336,AutoETS,0,0,1,low,medium
M1124::pattern0::L24,538.1234730177343,289.6063449407378,22.35175781249987,AutoETS,0,2,2,high,high
M1125::pattern0::L24,199.59224726583133,61.39884781350045,124.11283671957456,AutoETS,0,0,1,low,medium
M1126::pattern0::L24,300.9188403971655,96.84312409711961,137.87499999999997,AutoETS,0,1,1,medium,medium
M1127::pattern0::L24,137.87991714283552,6.827931292100193,8.868319709907468,LGBM,2,0,0,low,low
M1128::pattern0::L24,355.0755677908377,77.56459217419972,19.67282649289791,LGBM,2,1,1,medium,medium
M1129::pattern0::L24,227.7754156114811,47.62433432646239,87.43359375,AutoARIMA,1,1,1,medium,medium
M112::pattern0::L24,208.3772016094646,64.1175920485944,53.17283418714153,LGBM,2,0,1,low,medium
M1130::pattern0::L24,137.87991714283552,6.827931292100193,8.868319709907468,LGBM,2,0,0,low,low
M1131::pattern0::L24,634.0624456787775,56.184947773859804,1.1599934895833712,AutoARIMA,1,2,1,high,medium
M1132::pattern0::L24,647.3769398840857,70.8851395714842,8.682051661573155,LGBM,2,2,1,high,medium
M1133::pattern0::L24,223.10387620928168,57.16454099561922,25.2158203125,AutoETS,0,1,1,medium,medium
M1134::pattern0::L24,209.33869561937325,55.28418022226986,25.632940029577497,AutoETS,0,0,1,low,medium
M1135::pattern0::L24,209.89769281713274,29.872235412776142,9.739632377302314,LGBM,2,0,0,low,low
M1136::pattern0::L24,287.3904058999581,46.00704085224592,0.24169921875,AutoARIMA,1,1,1,medium,medium
M1137::pattern0::L24,194.97886739639705,43.360066028052096,0.04825846354165719,AutoARIMA,1,0,1,low,medium
M1138::pattern0::L24,189.6401900131986,56.97281252698052,33.215281613872335,LGBM,2,0,1,low,medium
M1139::pattern0::L24,741.1495089308155,312.1436981829729,5.0390625,AutoARIMA,1,2,2,high,high
M113::pattern0::L24,258.80316146945034,136.6810978594223,0.4195963541666714,AutoARIMA,1,1,2,medium,high
M1140::pattern0::L24,575.9489618827399,107.30876235230122,28.39939778645811,AutoARIMA,1,2,2,high,high
M1141::pattern0::L24,409.2664535032297,22.61875897885529,50.92106119791663,AutoARIMA,1,1,0,medium,low
M1142::pattern0::L24,180.4169679204092,123.63948211077356,60.42712239583368,AutoETS,0,0,2,low,high
M1143::pattern0::L24,181.9539702280284,125.55997804491585,84.01715494791642,AutoETS,0,0,2,low,high
M1144::pattern0::L24,426.34583122466864,331.5256255908661,132.1500781249997,AutoETS,0,1,2,medium,high
M1145::pattern0::L24,67.11107133188966,37.05288231082797,0.7484895833331393,AutoETS,0,0,0,low,low
M1146::pattern0::L24,1164.2887718333704,58.93305671423034,29.19854436473156,AutoETS,0,2,1,high,medium
M1147::pattern0::L24,186.77419967904956,137.07910278587923,10.464083872448406,XGB,3,0,2,low,high
M1148::pattern0::L24,58.72946982121614,14.92325913329493,5.320362902635068,LGBM,2,0,0,low,low
M1149::pattern0::L24,102.71886867447589,8.610572005467851,7.237559156262549,LGBM,2,0,0,low,low
M114::pattern0::L24,257.09806645362676,42.91028381658052,0.7498372395833144,AutoARIMA,1,1,1,medium,medium
M1150::pattern0::L24,128.7291804610937,24.747211143676125,16.162643390000994,LGBM,2,0,0,low,low
M1151::pattern0::L24,79.93322227896412,38.357728791217895,2.4777018229166643,AutoARIMA,1,0,1,low,medium
M1152::pattern0::L24,83.28123907763324,46.72830592814055,6.084147135416664,AutoARIMA,1,0,1,low,medium
M1153::pattern0::L24,137.2254284478182,80.04929124306405,98.74934895833333,AutoETS,0,0,1,low,medium
M1154::pattern0::L24,126.83748889540115,56.84506326633205,86.41341145833334,AutoETS,0,0,1,low,medium
M1155::pattern0::L24,149.75673645909424,23.87710820821053,43.45694088237177,LGBM,2,0,0,low,low
M1156::pattern0::L24,215.34088076051995,172.2153454944953,78.45058593749975,AutoETS,0,0,2,low,high
M1157::pattern0::L24,344.9351642552686,196.97589032742687,297.22998046875,AutoARIMA,1,1,2,medium,high
M1158::pattern0::L24,69.25944199574526,35.06816599073458,0.002115885416664298,AutoETS,0,0,0,low,low
M1159::pattern0::L24,532.8434863328496,79.62022148068179,2.2884895644347125,LGBM,2,2,1,high,medium
M115::pattern0::L24,229.31208956712672,10.119376363074936,0.61669921875,AutoARIMA,1,1,0,medium,low
M1160::pattern0::L24,215.03782068125247,128.63765061786071,100.548828125,AutoETS,0,0,2,low,high
M1161::pattern0::L24,121.05964648522082,19.131501679635747,10.15234375,XGB,3,0,0,low,low
M1162::pattern0::L24,232.79098205364375,145.54374584184168,0.00048828125,AutoETS,0,1,2,medium,high
M1163::pattern0::L24,139.737307816451,102.04271078061443,44.98288411458331,AutoETS,0,0,1,low,medium
M1164::pattern0::L24,176.14366346015305,135.9978267312453,51.88539062500058,AutoETS,0,0,2,low,high
M1165::pattern0::L24,92.23288621861207,71.43551661002199,2.115397135416668,AutoARIMA,1,0,1,low,medium
M1166::pattern0::L24,232.5819011672783,154.94569906158944,0.00341796875,AutoARIMA,1,1,2,medium,high
M1167::pattern0::L24,1591.1102353781337,352.1727150066647,215.17538161670223,XGB,3,2,2,high,high
M1168::pattern0::L24,298.809035421129,74.40310591874093,12.072386961317534,LGBM,2,1,1,medium,medium
M1169::pattern0::L24,79.4391316206486,53.47017209531814,22.39698567708365,AutoETS,0,0,1,low,medium
