experiment,system,n_queries,p@10,ap@10,ndcg@10,p@15,ap@15,ndcg@15
exp1_pattern_main,pattern_raw_cosine+pattern_tsfel,129,0.7015503875968992,0.027135238702659985,0.3463463660314605,0.6956072351421188,0.03911934772812755,0.3414292326266259
exp1_pattern_main,pattern_tsfel,129,0.7031007751937985,0.026959692076441263,0.3421390604208896,0.7012919896640827,0.03929261534962243,0.3411357752184115
exp1_pattern_main,pattern_raw_dtw,129,0.6031007751937985,0.021943765648921785,0.30110134815353884,0.5881136950904393,0.030549017247247515,0.29142283592519563
exp1_pattern_main,pattern_raw_cosine,129,0.5968992248062015,0.02082206302167764,0.28871587179090535,0.6036175710594316,0.030429107019532088,0.2887257797787122
exp1_pattern_main,random,129,0.5589147286821705,0.017759724267928205,0.24733929415558775,0.5596899224806201,0.025537052764922897,0.250161479980874
