run_id,run_dir,dataset_name,frequency,seasonal_period,pattern_len,pattern_lens,qrels_n_bins,forecast_h,seed,patterns_per_series,regime_definition,task,system,metric,n_queries,mean,std,ci95_low,ci95_high,mean_p@10,mean_ap@10,mean_ndcg@15,mean_p@15,mean_ap@15
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task2,pattern_raw_cosine,ndcg@10,285,0.3232528884280288,0.1810545137494209,0.3013315088877917,0.3453999542548142,0.6845614035087719,0.0120635335354001,0.3157419973544033,0.6769590643274854,0.0174089791152553
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task2,pattern_raw_cosine+pattern_tsfel,ndcg@10,285,0.388771176528622,0.1794389962005799,0.3678672957950134,0.4086852689071055,0.7978947368421053,0.015252781791072,0.3855634387554954,0.7948538011695906,0.0224233596525747
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task2,pattern_raw_dtw,ndcg@10,285,0.3236213561914589,0.1803886444674366,0.3027909793943104,0.3448482127223695,0.6870175438596492,0.0121141361855165,0.3182162468371152,0.6814035087719298,0.0174889492848112
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task2,pattern_tsfel,ndcg@10,285,0.3909344393064139,0.1771504734922034,0.3699197344918745,0.4113413275848135,0.8024561403508772,0.0154290771162538,0.3871760037750935,0.7976608187134503,0.0226033030845451
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task2,random,ndcg@10,285,0.2321848317231418,0.1060082178217753,0.2196172595214692,0.244360102926874,0.5617543859649122,0.0080580754707095,0.2342825741457929,0.5614035087719298,0.0115745707125816
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task1,random,ndcg@15,285,0.244079605043531,0.0892402219416116,0.2342174529967736,0.2540635414908838,0.5796491228070175,0.0081194665440253,0.244079605043531,0.5719298245614035,0.011565263925122
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task1,raw_cosine,ndcg@15,285,0.3305376461652698,0.1644688675657656,0.3117221653401209,0.3498035852972847,0.6891228070175439,0.0118988366165411,0.3305376461652698,0.6706432748538012,0.0168409657143034
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task1,raw_dtw,ndcg@15,285,0.3397633884561455,0.1555005278663472,0.3207946255677634,0.3581965305102242,0.7,0.0118118547134317,0.3397633884561455,0.6837426900584795,0.016823754352842
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task1,raw_dtw+tsfel,ndcg@15,285,0.4205003037087177,0.1725818836751774,0.4011197296584785,0.4408692330906343,0.8003508771929825,0.0147682518274268,0.4205003037087177,0.7897076023391814,0.0214186966078622
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task1,tsfel,ndcg@15,285,0.4173028537294564,0.1698282373777946,0.3972504134877061,0.4383988966078992,0.7992982456140352,0.0148207131702172,0.4173028537294564,0.7894736842105263,0.0215660700324008
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task2,pattern_raw_cosine,ndcg@15,285,0.3157419973544033,0.164887792813272,0.2952946185838668,0.3358339200895908,0.6845614035087719,0.0120635335354001,0.3157419973544033,0.6769590643274854,0.0174089791152553
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task2,pattern_raw_cosine+pattern_tsfel,ndcg@15,285,0.3855634387554954,0.167436854904117,0.3662940655100958,0.4042405736499596,0.7978947368421053,0.015252781791072,0.3855634387554954,0.7948538011695906,0.0224233596525747
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task2,pattern_raw_dtw,ndcg@15,285,0.3182162468371152,0.1648390857749071,0.2985374860611413,0.3372625039169732,0.6870175438596492,0.0121141361855165,0.3182162468371152,0.6814035087719298,0.0174889492848112
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task2,pattern_tsfel,ndcg@15,285,0.3871760037750935,0.1664859870499511,0.3669848396774658,0.406186812735116,0.8024561403508772,0.0154290771162538,0.3871760037750935,0.7976608187134503,0.0226033030845451
freqmonthly__bins2__h6__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h6__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,6,42,1,full,task2,random,ndcg@15,285,0.2342825741457929,0.0894104700152234,0.2235630064834169,0.2449342811644864,0.5617543859649122,0.0080580754707095,0.2342825741457929,0.5614035087719298,0.0115745707125816
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task1,random,ndcg@10,285,0.2626231899952574,0.1130654593755699,0.2492016248497849,0.2753409136914837,0.5940350877192982,0.0086889486231188,0.2599854508982259,0.5869005847953216,0.0123163760999295
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task1,raw_cosine,ndcg@10,285,0.3448039230258339,0.1791842794393834,0.3241071141545172,0.365391405760992,0.6863157894736841,0.0118184268491055,0.3339272671711947,0.6685380116959063,0.0167161441753515
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task1,raw_dtw,ndcg@10,285,0.3408347839751302,0.1675987530620556,0.3225952743522207,0.3608076250423607,0.6884210526315789,0.0117101161427352,0.3363640772509716,0.68046783625731,0.0167157056228502
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task1,raw_dtw+tsfel,ndcg@10,285,0.4301031623564389,0.1864728814530629,0.4097004392600984,0.4498412199019901,0.8122807017543859,0.014944608140311,0.4200559779683935,0.7976608187134503,0.0216465589061204
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task1,tsfel,ndcg@10,285,0.4311320654299249,0.1777472752307365,0.4111638964960353,0.4517716996994234,0.8189473684210525,0.0151807164260581,0.4245660186339843,0.8084210526315788,0.0220999178691009
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task2,pattern_raw_cosine,ndcg@10,285,0.3232528884280288,0.1810545137494209,0.3013315088877917,0.3453999542548142,0.6845614035087719,0.0120635335354001,0.3157419973544033,0.6769590643274854,0.0174089791152553
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task2,pattern_raw_cosine+pattern_tsfel,ndcg@10,285,0.388771176528622,0.1794389962005799,0.3678672957950134,0.4086852689071055,0.7978947368421053,0.015252781791072,0.3855634387554954,0.7948538011695906,0.0224233596525747
freqmonthly__bins2__h12__seed42__pps1__regfull,results_ri_bins_sensitivity/monthly/freqmonthly__bins2__h12__seed42__pps1__regfull,m3_monthly,monthly,12,24,"12,24,36",2,12,42,1,full,task2,pattern_raw_dtw,ndcg@10,285,0.3236213561914589,0.1803886444674366,0.3027909793943104,0.3448482127223695,0.6870175438596492,0.0121141361855165,0.3182162468371152,0.6814035087719298,0.0174889492848112
